version,doi,id,v01,v02,v03,v04,v05,v06,v07,v08,v10,v11,v12_01,v12_02,v12_03,v12_04,v12_05,v12_06,v12_07,v12_08,v12_09,v12_10,v12_11,v13,v14,v15,v16,v17,v18,v19,v20,v21
1.0 (2020-12-21),doi:10.11587/U4DWGK,26,19,Chancen für die Jugend,SPÖ für Jugend,2,1100000,1,0,1,11716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,27,20,Bildung,SPÖ spricht über Bildung,2,1100000,1,0,0,13101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,28,21,Kunst und Kultur,SPÖ spricht über Kunst,2,1100000,1,0,0,13701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,29,21,Kunst und Kultur,SPÖ spricht über Kultur,2,1100000,1,0,0,13701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,30,22,4. In Sicherheit leben,SPÖ für Sicherheit,2,1100000,1,0,-1,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,31,23,Gesundheit,SPÖ spricht über Gesundheit,2,1100000,1,0,0,11301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,32,24,Pflege,SPÖ spricht über Pflege,2,1100000,1,0,0,11501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,33,25,Menschen mit Behinderung,SPÖ spricht über Behinderte,2,1100000,1,0,0,11508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,34,26,Wohnen,SPÖ spricht über Wohnen,2,1100000,1,0,0,10805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,35,27,Konsumentenschutz,SPÖ spricht über Konsumentenschutz,2,1100000,1,0,0,10801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,36,28,Sicherheit und Recht,SPÖ spricht über Sicherheit,2,1100000,1,0,0,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,37,28,Sicherheit und Recht,SPÖ spricht über den Rechtsstaat,2,1100000,1,0,0,21907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,38,29,5. Nachhaltigkeit verwirklichen,SPÖ für Nachhaltigkeit,3,1100000,1,0,1,20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,39,30,Umwelt,SPÖ spricht über Umwelt,3,1100000,1,0,0,20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,40,31,Landwirtschaft und ländlicher Raum,SPÖ spricht über Landwirtschaft,3,1100000,1,0,0,10901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,41,31,Landwirtschaft und ländlicher Raum,SPÖ spricht über ländlichen Raum,3,1100000,1,0,0,11102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,42,32,Klima und Energie,SPÖ spricht über Energie,3,1100000,1,0,0,18401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,43,32,Klima und Energie,SPÖ spricht über Klima,3,1100000,1,0,0,20301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,44,33,Tierschutz,SPÖ spricht über Tierschutz,3,1100000,1,0,0,20401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,45,34,Mobilität,SPÖ spricht über Mobilität,3,1100000,1,0,0,18604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,46,35,"Ernährung, Lebensmittel",SPÖ spricht über Lebensmittel,3,1100000,1,0,0,10801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,47,35,"Ernährung, Lebensmittel",SPÖ spricht über Ernährung,3,1100000,1,0,0,11403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,48,36,Sport und Bewegung,SPÖ spricht über Sport,3,1100000,1,0,0,11952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,49,36,Sport und Bewegung,SPÖ spricht über Sport,3,1100000,1,0,0,11952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,50,37,6. Gleiche Rechte und gleiche Chancen sichern,SPÖ für gleiche Chancen,3,1100000,1,0,1,11104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,51,37,6. Gleiche Rechte und gleiche Chancen sichern,SPÖ für gleiche Rechte,3,1100000,1,0,1,19101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,52,38,Geschlechtergerechtigkeit,SPÖ spricht über Geschlechtergerechtigkeit,3,1100000,1,0,0,19101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,53,39,Gleichgeschlechtliche Partnerschaft - Rechte,SPÖ spricht über gleichgeschlechtliche Partnerschaft,3,1100000,1,0,0,19209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,54,39,Gleichgeschlechtliche Partnerschaft - Rechte,SPÖ spricht über Rechte gleichgeschlechtlicher Partner,3,1100000,1,0,0,19209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,55,40,Zuwanderung und Integration,SPÖ spricht über Zuwanderung,3,1100000,1,0,0,22101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,56,40,Zuwanderung und Integration,SPÖ spricht über Integration,3,1100000,1,0,0,22301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,57,41,7. Demokratie und Öffentlichkeit stärken,SPÖ für Stärkung der Demokratie,3,1100000,1,0,1,21110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,58,41,7. Demokratie und Öffentlichkeit stärken,SPÖ für Stärkung der Öffentlichkeit,3,1100000,1,0,1,21110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,59,42,Politische Kultur,SPÖ spricht über Politische Kultur,3,1100000,1,0,0,21201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,60,43,Staats- und Demokratiereform,SPÖ spricht über Staatsreform,3,1100000,1,0,0,21101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,61,43,Staats- und Demokratiereform,SPÖ spricht über Demokratiereform,3,1100000,1,0,0,21101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,62,44,Vielfältige und kritische Öffentlichkeit,SPÖ für vielfältige Öffentlichkeit,3,1100000,1,0,1,21110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,63,44,Vielfältige und kritische Öffentlichkeit,SPÖ für kritische Öffentlichkeit,3,1100000,1,0,1,21110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,64,45,8. Eine aktive Rolle in der Welt spielen,SPÖ für aktive Rolle Österreichs in der Welt,3,1100000,1,0,1,16101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,65,46,Für ein soziales und bürgernahes Europa - Vertrauen zurückgewinnen,SPÖ für Vertrauen in Europa,3,1100000,1,0,1,17101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,66,46,Für ein soziales und bürgernahes Europa - Vertrauen zurückgewinnen,SPÖ für ein bürgernahes Europa,3,1100000,1,0,1,17401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,67,46,Für ein soziales und bürgernahes Europa - Vertrauen zurückgewinnen,SPÖ für ein soziales Europa,3,1100000,1,0,1,17507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,68,47,Für eine aktive Neutralitätspolitik,SPÖ für aktive Neutralitätspolitik,3,1100000,1,0,1,16108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,69,48,Für ein reformiertes Bundesheer,SPÖ für reformiertes Bundesheer,3,1100000,1,0,1,15211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,70,49,Entwicklungszusammenarbeit,SPÖ spricht über Entwicklungszusammenarbeit,3,1100000,1,0,0,16109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,71,50,Einleitung,Einleitung,4,,,,,,,,,,,,,,,,,,,,,,,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,72,51,Die SPÖ tritt bei den Nationalratswahlen am 28. September 2008 mit einem klaren Programm vor die Wählerinnen und Wähler.,SPÖ lobt SPÖ,4,1100000,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1100000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,73,52,Wir wollen Österreich gerechter machen.,SPÖ für gerechteres Österreich,4,1100000,1,0,1,11104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,74,53,Wir wollen die Sorgen und Probleme der Österreicherinnen und Österreicher ernst nehmen und politische Lösungen umsetzen.,SPÖ für Sorgen der Österreicher ernst nehmen,4,1100000,1,0,1,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,75,53,Wir wollen die Sorgen und Probleme der Österreicherinnen und Österreicher ernst nehmen und politische Lösungen umsetzen.,SPÖ für Probleme der Österreicher ernst nehmen,4,1100000,1,0,1,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,76,53,Wir wollen die Sorgen und Probleme der Österreicherinnen und Österreicher ernst nehmen und politische Lösungen umsetzen.,SPÖ für politische Lösungen umsetzen,4,1100000,1,0,1,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,77,54,Wir wollen die Zukunftschancen für unser Land und für die Menschen in unserem Land deutlich und nachhaltig verbessern.,SPÖ für Zukunftschancen,4,1100000,1,0,1,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,78,54,Wir wollen die Zukunftschancen für unser Land und für die Menschen in unserem Land deutlich und nachhaltig verbessern.,SPÖ für Zukunftschancen,4,1100000,1,0,1,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,79,54,Wir wollen die Zukunftschancen für unser Land und für die Menschen in unserem Land deutlich und nachhaltig verbessern.,SPÖ für Zukunftschancen,4,1100000,1,0,1,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,80,54,Wir wollen die Zukunftschancen für unser Land und für die Menschen in unserem Land deutlich und nachhaltig verbessern.,SPÖ für Zukunftschancen,4,1100000,1,0,1,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,81,55,Mit diesen Zielen sind wir auch Anfang des vergangenen Jahres in eine gemeinsame Bundesregierung mit der Österreichischen Volkspartei gegangen.,SPÖ für Koalition mit ÖVP,4,1100000,1,0,1,23104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,82,55,Mit diesen Zielen sind wir auch Anfang des vergangenen Jahres in eine gemeinsame Bundesregierung mit der Österreichischen Volkspartei gegangen.,SPÖ für diese Ziele,4,1100000,1,0,1,99999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,9900000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
1.0 (2020-12-21),doi:10.11587/U4DWGK,83,56,"Als knappe Sieger der Wahlen vom 1. Oktober 2006 waren wir bereit, Verantwortung zu übernehmen.",SPÖ lobt SPÖ,4,1100000,1,3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1100000,1,,2008,1100000,Wahlmanifest der Sozialdemokratischen Partei Oesterreich Nationalratswahl 2008
