"text","cmp_code","eu_code"
"Kern der von der F.D.P geforderten Steuerreform ist eine massive Senkung der Steuersätze für Bürger und Wirtschaft über alle Einkommensbereiche hinweg, kombiniert mit dem weitgehenden Abbau steuerlicher Ausnahmeregelungen","408",NA
"Ziel ist dabei eine Entlastung von mindestens 30 Mrd DM mit mehr Netto für Alle","408",NA
"Unser Steuerrecht wird dadurch einfacher, gerechter und leistungsfreundlicher","408",NA
"Das stärkt unsere Wirtschaft im internationalen Wettbewerb;","410",NA
"Arbeitsplätze werden gesichert, neue Arbeitsplätze geschaffen","701",NA
"Trotz der von der F.D.P dabei angestrebten Nettoentlastung werden sich für den Staat Steuermehreinnahmen ergeben:","414",NA
"Die Erfahrungen in anderen Ländern wie z.B. in den Vereinigten Staaten und in Großbritannien zeigen: Solche Reformen führen zu einem höheren Steueraufkommen, weil sie Wachstum und Beschäftigung anregen","410",NA
"Die Große Steuerreform dieser Legislaturperiode ist zwar am Widerstand der SPD im Bundesrat gescheitert","305",NA
"Sie hätte eine Erfüllung der meisten Forderungen unseres Bundestagswahlprogramms 1994 gebracht","305",NA
"Gleichwohl sind wichtige Teile unserer Forderungen umgesetzt worden: - Steuerfreiheit des Existenzminimums,","408",NA
"- ersatzloser Wegfall des Kohlepfennigs,","408",NA
"- Anhebung von Kindergeld und Kinderfreibeträgen,","504",NA
"- Verzicht auf die Erhebung der Vermögensteuer, insbesondere der substanzverzehrenden, mittelstandsfeindlichen betrieblichen Vermögensteuer,","402",NA
"- Abschaffung der Gewerbekapitalsteuer,","402",NA
"- Neuregelung der Erbschaft- und Schenkungsteuer mit mittelstandsfreundlichen Komponenten beim Übergang von kleinen und mittleren Unternehmen,","402",NA
"- Absenkung des Solidaritätszuschlags in einem ersten Schritt","408",NA
"Diese Maßnahmen haben eine Entlastung von 37,5 Mrd DM gebracht","408",NA
"Unsere Ziele für die kommende Legislaturperiod .1 Eine Große Steuerreform mit Stufentarif für die Einkommensteuer","408",NA
"2. Vollständige Abschaffung der Gewerbesteuer","402",NA
"3. Konsequente Vereinfachung und Neuordnung des Steuerrechts","303",NA
"Große Steuerreform mit Stufentarif für gerechtere und niedrigere Steuern",NA,NA
"- Senkung der Tarife in der Lohn- und Einkommensteuer sowie Körperschaftsteuer","701",NA
"bei gleichzeitiger weitgehender Abschaffung steuerlicher Ausnahmetatbestände und Steuersubventionen","303",NA
"Ziel bleibt ein Stufentarif: Steuersatz Null für die Einkommenstufe bis zur Zeit ca 13 000 DM,","503",NA
"15 % für die Einkommenstufe von über 13 000 bis 20 000 DM,","503",NA
"25 % für die Einkommenstufe von über 20 000 bis 60 000 DM ,","503",NA
"35 % für die Einkommenstufe über 60 000 DM","503",NA
"Diese Einkommenstufen gelten für Ledige","503",NA
"Für Verheiratete gelten jeweils die doppelten Beträge für die Einkommenstufen","503",NA
"Bei der Körperschaftsteuer soll der Steuersatz für einbehaltene Gewinne 35 % und für ausgeschüttete Gewinne 25 % betragen","408",NA
"Die Steuersätze für gewerbliche Einkünfte bei Kapital- und Personengesellschaften gelten unter der Voraussetzung, daß die Zusatzbelastung der Gewerbesteuer abgeschafft wird","402",NA
"Anderenfalls müßten die Tarife für gewerbliche Einkünfte weiter gesenkt werden","402",NA
"- Der Solidaritätszuschlag ist im Zuge einer Großen Steuerreform abzuschaffen, ohne die Transferzahlungen in die neuen Bundesländer einzuschränken","401",NA
"- Deutliche Entlastung von mindestens 30 Mrd DM für die Steuerzahler bei der Lohn- und Einkommensteuer sowie Körperschaftsteuer","701",NA
"Eine grundlegende Steuerreform schafft wieder verläßliche Steuereinnahmen und durch eine konjunkturelle Belebung auch wieder mehr Steuereinnahmen für den Staat","414",NA
"- Im Rahmen der Steuersenkungsreform setzt sich die F.D.P für einen dritten Mehrwertsteuersatz auf den Energieverbrauch ein, wenn er europaweit einheitlich eingeführt wird, im anderen Fall belastet er Wirtschaft und Arbeitsplätze allein in Deutschland","408",NA
"Die F.D.P macht es jedoch zur Bedingung für einen dritten Mehrwertsteuersatz auf Energie, daß das Aufkommen hieraus ausschließlich der zeitgleichen weiteren Absenkung der Steuersätze bei der Lohn- und Einkommensteuer sowie der Körperschaftsteuer dient","408",NA
"- Weitere zeitnahe Anpassung des Grundfreibetrags","504",NA
"Das Existenzminimum jedes Bürgers muß immer steuerfrei sein","504",NA
"- Umsteuern bei der Besteuerung der Alterseinkünfte: Vollständiger Abzug aller Beiträge zur Alterssicherung bei der Lohn- und Einkommensteuer und volle Besteuerung der Altersversorgung, soweit die geleisteten Beiträge vorher abzugsfähig waren","505",NA
"Zur Finanzierbarkeit sind für einen längeren Zeitraum Übergangsregelungen notwendig","303",NA
"- Ersatz der derzeitigen kapitalvertreibenden und superbürokratischen Besteuerung der Zinsen durch eine Abgeltungsteuer mit 25 %, für kleine Einkommen als Anrechnungssteuer","402",NA
"Abschaffung der Gewerbeertragsteuer mit Ausgleich für die Kommunen",NA,NA
"- Die Gewerbeertragsteuer ist abzuschaffen, weil sie eine hohe Sondersteuer auf Unternehmen ist, die Arbeitsplätze schaffen und erhalten sollen","402",NA
"Sie belastet insbesondere kleinere und mittlere Betriebe, die wenig oder keine internationalen Gestaltungsspielräume bei der Steuer haben","402",NA
"Zum Ausgleich soll den Gemeinden eine höhere Beteiligung an der Einkommensteuer und/oder Umsatzsteuer zukommen;","301",NA
"im Rahmen einer Finanzreform sollen die Gemeinden ein eigenes, begrenztes Hebesatzrecht auf ihren Einkommensteueranteil ausüben können","301",NA
"Konsequente Vereinfachung und Neuordnung des Steuerrechts",NA,NA
"- Konsequente Vereinfachung des Steuerrechts durch weitgehende Abschaffung steuerlicher Ausnahmetatbestände im Einkommensteuerrecht","303",NA
"- Endgültige Abschaffung der derzeit nicht mehr erhobenen Vermögensteuer,","704",NA
"auch als Voraussetzung für die endgültige Abschaffung der bürokratischen Einheitsbewertung, die nach Abschaffung der Vermögensteuer und nach der Neuregelung der Erbschaftsteuer nur noch für die Grundsteuer durchgeführt wird","303",NA
"Für die Grundsteuer reicht eine einfache Bewertung nach tatsächlicher oder ortsüblicher Miete bzw nach umbautem Raum für Wirtschaftsgebäude aus","303",NA
"- Abschaffung der Kfz-Steuer und Umlegung auf die Mineralölsteuer","408",NA
"- Anstelle zahlreicher Einzelgesetze ein Steuergesetzbuch, in dem das Steuerrecht übersichtlich zusammengefaßt und gründlich entrümpelt wird","303",NA
"Für Arbeitnehmer muß Ziel die Selbstberechnung der jährlichen Steuer sein","303",NA
"2. Schluß mit Subventionen",NA,NA
"Deutschlands Subventionspolitik ist ungerecht und verzerrt den Wettbewerb","408",NA
"Das benachteiligt vor allem den Mittelstand","704",NA
"Mit vielen Milliarden jährlich werden Industrien und Produkte der Vergangenheit konserviert auf Kosten von Investitionen in Bildung und Ausbildung als Deutschlands wertvollste Standortfaktoren","506",NA
"Die F.D.P hat dafür gesorgt, daß die Steinkohlesubventionen von 9,25 Mrd DM auf 5,5 Mrd DM bis zum Jahr 2005 sozial und regional verträglich gekürzt werden","401",NA
"Darüber hinaus tritt die F.D.P dafür ein, im Interesse der Planungsicherheit schon frühzeitig festzulegen, daß die Steinkohlesubventionen ab 2005 auslaufen","401",NA
"Angesichts des Gesamtumfangs der bundesdeutschen und europäischen Subventionen kann die Diskussion aber nicht auf das Thema Steinkohle verengt werden","401",NA
"Eine grundlegende Reform der Subventionspolitik ist zwingend erforderlich","401",NA
"Dies gilt auch im Hinblick auf die undurchschaubar gewordene Gemeinsame Agrarpolitik der Europäischen Union","401","110"
"Ganz generell wollen wir Subventionen nur noch als zeitlich begrenzte und degressiv gestaltete Start- und Anpassungshilfe gewähren und auf einen Bruchteil reduzieren","401",NA
"Solange der Abbau einzelner Subventionen politisch blockiert wird, strebt die F.D.P eine prozentuale Kürzung der Subventionen (''Rasenmähermethode'') an","401",NA
"3. Neue Bundesländer weiter gezielt fördern",NA,NA
"Die Menschen in den neuen Bundesländer sind in besonderem Maße zur Leistung bereit","401",NA
"Das beweisen unzählige Existenzgründungen und der Aufbau einer Dienstleistungskultur in privater Initiative","401",NA
"Die Wirtschaft der neuen Länder steht aber immer noch unter starkem Anpassungsdruck","402",NA
"Ostdeutschland braucht deshalb weiterhin solidarische Hilfe","402",NA
"Dieser Einsatz öffentlicher Mittel ist besonders sinnvoll","402",NA
"Bei den verschiedenen Förderinstrumenten legt die F.D.P den Schwerpunkt auf die Investitionszulage","402",NA
"Das Antragsverfahren und die Abwicklung der Förderung müssen insbesondere für Existenzgründer und kleine und mittlere Betriebe entbürokratisiert werden","303",NA
"Der Risikobereitschaft der Existenzgründer muß eine größere Risikobereitschaft der Kapitalgeber entsprechen","402",NA
"Außerdem müssen die eingeleiteten Maßnahmen zur Verbesserung der Zahlungsmoral umgesetzt werden","402",NA
"Für den Aufschwung Ost müssen aber auch die Tarifparteien ihren Beitrag leisten","702",NA
"Es dürfen nicht länger falsche tarifpolitische Entscheidungen die Wettbewerbsfähigkeit der Betriebe schwächen und neue Arbeitslosigkeit produzieren","702",NA
"Tarifpolitische Vereinbarungen müssen sich an den Produktivitätszuwächsen der Betriebe orientieren","702",NA
"Nur so können Arbeitsplätze erhalten werden","702",NA
"4. Neue Offensive für Privatisierung",NA,NA
"Wir Liberale halten daran fest: Es ist nicht Aufgabe des Staates, unternehmerisch tätig zu sein","401",NA
"Die Post, Telekom und Deutsche Bahn stehen nur exemplarisch für die bisherigen Privatisierungserfolge der Bundesregierung","401",NA
"Derzeit hält allein der Bund rund 516 Beteiligungen","401",NA
"Das Nennkapital beträgt über 32 Mrd DM, der tatsächliche Zeitwert liegt nach allen Erfahrungen beträchtlich höher","401",NA
"Die F.D.P will die Bundesbeteiligungen innerhalb der nächsten 5 Jahre verkaufen","401",NA
"Die Erlöse und Zinsersparnisse sollen gezielt zur Entschuldung des Bundeshaushalts","414",NA
"und für eine Innovations- und Bildungsinitiative eingesetzt werden","402",NA
"Liegenschaften in staatlichem Eigentum sind ebenfalls auf das notwendige Mindestmaß zu reduzieren: Je weniger der Staat Unternehmer und Immobilien-Eigentümer spielt, desto besser für solide Staatsfinanzen, desto mehr kann aus Privatisierungsgewinnen investiert werden in Bildung, Ausbildung und Zukunftstechnologien","401",NA
"Viele Länder und Kommunen haben hier noch erhebliche Privatisierungsrückstände","401",NA
"Auch Infrastrukturaufgaben, bei denen der Staat als Unternehmer die Leistungen selbst anbietet - zum Beispiel Versorgung, Entsorgung und Verkehrswege - sind verstärkt an private Träger zu übertragen","401",NA
"Dies schließt Planung, Finanzierung, Erstellung, Instandhaltung und Betrieb der Einrichtungen ein","401",NA
"Die öffentliche Hand soll sich auf die hoheitliche Verantwortung, insbesondere die Feststellung des grundsätzlichen Bedarfes, beschränken","401",NA
"Diese neue Arbeitsteilung zwischen Bürger und Staat bedeutet: Volle Übertragung der Aufgaben an Private, keine Scheinprivatisierung und Scheinselbständigkeit auf Kosten vor allem des Mittelstandes","401",NA
"5. Abbau von bürokratischen Hemmnissen",NA,NA
"Bürokratie belastet Bürger, Arbeitsplätze und Betriebe in Deutschland","303",NA
"Die F.D.P setzt auf den Mittelstand","704",NA
"Kleine und mittlere Unternehmen gehören zu den innovativsten und motiviertesten, sie sind der Motor der deutschen Wirtschaft, sie schaffen die meisten Ausbildungs- und Arbeitsplätze","704",NA
"Die F.D.P wird auch weiter daran arbeiten, bürokratische Hemmnisse, die Regelungsdichte abzubauen und Genehmigungsverfahren zu beschleunigen","402",NA
"Ziel ist es, die Bürokratielasten insbesondere für den Mittelstand und kleine Betriebe, Freiberufler und Selbständige innerhalb von drei Jahren um mindestens 20 % zurückzuführen","402",NA
"Ferner muß die öffentliche Hand den Unternehmen Kosten für Bürokratieleistungen ersetzen, die ausschließlich im Interesse der öffentlichen Hand erbracht werden – Zwangsstatistiken, Lohnsteuerabzug, Auszahlung des Kindergeldes, Errechnung und Weiterleitung der Sozialabgaben, Ausstellung von Verdienstbescheinigungen für staatliche Stellen","402",NA
"Technisch kann dies ohne Aufwand durch einen nach Unternehmensgröße gestaffelten pauschalen Abzug von der abgeführten Lohnsteuer erfolgen","402",NA
"Ferner brauchen wir mehr Flexibilität bei der Arbeitsvermittlung","401",NA
"Das Monopol der Bundesanstalt für Arbeit muß zugunsten einer freien und effizienten Arbeitsvermittlung aufgegeben werden","401",NA
"6. Mut zu mehr Wettbewerb",NA,NA
"Die F.D.P wird ihre Politik der letzten Jahre konsequent fortsetzen","401",NA
"Von der Privatisierung der Telekommunikation, der Energiewirtschaft bis zum Postwesen stehen die Weichen auf mehr Wettbewerb","401",NA
"Die F.D.P will Wettbewerb auch auf bisher monopolistisch verkrustete Dienstleistungsbereiche ausdehnen und bei Telekommunikation, Post und Bahnverkehr verstärken","401",NA
"Die Arbeitslosigkeit ist unerträglich hoch, weil in der Praxis marktwirtschaftliche Prinzipien durchlöchert worden sind: Für neue Arbeitsplätze brauchen wir Innovationen zum Aufspüren von Marktchancen","410",NA
"Der Weg zur Entdeckung neuer Ideen, Produkte und Dienstleistungen ist der Wettbewerb","401",NA
"Wettbewerb erzwingt Strukturanpassungen","401",NA
"Im Anpassungsprozeß gehen in einzelnen Bereichen Arbeitsplätze verloren","401",NA
"Auf der anderen Seite bringt Wettbewerb niedrigere Preise, bessere Qualität, höhere Produktivität, mehr Innovation","401",NA
"Das führt zu Wachstumsdynamik und schafft damit neue, zukunftssichere Arbeitsplätze","410",NA
"Um mehr Wettbewerbskräfte freizusetzen, wird sich die F.D.P in der nächsten Legislaturperiode für eine weitere Liberalisierung des Ladenschlußgesetzes, der Handwerksordnung, des Rabattgesetzes und der Zugabeverordnung einsetzen","401",NA
"Die F.D.P fordert eine konsequente Durchsetzung der Wettbewerbsprinzipien auf europäischer Ebene und bekräftigt zu diesem Zweck ihre Forderung nach einem unabhängigen Europäischen Kartellamt","401",NA
"7. Reform der Tarifverträge",NA,NA
"Die großflächige Vernichtung von Arbeitsplätzen und sozialen Chancen durch starre, betriebsferne Flächentarife muß gestoppt werden:","702",NA
"Der Flächentarifvertrag, der die Arbeitsverhältnisse bis ins Detail bundeseinheitlich regelt, hat ausgedient","702",NA
"Das ”Tarifkartell” aus Arbeitgeberverbänden und Gewerkschaften nimmt zuwenig Rücksicht auf diejenigen, die Arbeit suchen, und auf die besondere Situation der einzelnen Regionen, Branchen und Unternehmen","702",NA
"Der Gesetzgeber fördert diese Entwicklung auch noch dadurch, daß nach der derzeitigen Rechtslage vorübergehende Ausnahmen vom Tarifvertrag ”nach unten” von der Zustimmung beider Tarifparteien abhängen","702",NA
"Die Tarifparteien sollen sich darauf beschränken, Rahmenvereinbarungen zu treffen","702",NA
"Innerhalb des Rahmens wird die Entscheidung insbesondere über das Arbeitsentgelt und die Arbeitszeit auf die betriebliche Ebene verlagert, auf Vereinbarungen zwischen dem Unternehmen und den Mitarbeitern bzw den gewählten Belegschaftsvertretungen","702",NA
"Nur sie, die Partner im Einzelbetrieb, kennen seine wirtschaftliche Lage und seine speziellen Anforderungen","702",NA
"Nur sie können hierauf flexibel und individuell reagieren","702",NA
"Durch entsprechende Änderung des Tarifvertragsgesetzes und des Betriebsverfassungsgesetzes ist diese neue Form der Tarifverträge gesetzlich abzusichern","702",NA
"Die Allgemeinverbindlichkeit von Tarifverträgen ist abzuschaffen","702",NA
"8. Mehr Flexibilität im Arbeitseinkommen",NA,NA
"Neue Arbeitsplätze zu schaffen, Arbeitsplätze zu sichern und damit Arbeitslosen eine Chance zu geben, setzt eine Phase maßvoller Tarifabschlüsse bei Löhnen und Gehältern voraus, bei denen im Interesse der Arbeitslosen Lohnzuwächse unterhalb der Produktivität langfristig vereinbart werden","702",NA
"In schweren Zeiten ist Lohnzurückhaltung eine Investition in die Zukunft im Interesse sicherer und gutbezahlter Arbeitsplätze","702",NA
"Pauschale Arbeitszeitverkürzungen oder die generelle 30-Stunden-Woche lehnt die F.D.P ab, weil damit Arbeitsplätze in Deutschland noch teurer würden","702",NA
"Zukünftige Spielräume für Einkommenszuwächse sollen gezielt für eine erfolgsabhängige Entgeltkomponente genutzt werden: Den Beschäftigten steht ein bestimmter Anteil am Gewinn zu, der mit steigenden Gewinnen ansteigt","701",NA
"Diese Teilhabe der Mitarbeiter am wirtschaftlichen Erfolg fördert die Partnerschaft im Betrieb","701",NA
"9. Neue Anstöße zur Vermögensbildung",NA,NA
"Trotz steigender Einkommen hat sich die breit gestreute Beteiligung am Produktivvermögen in den letzten Jahren kaum weiterentwickelt","408",NA
"Hier liegen Zukunfts-Chancen brach","408",NA
"Mitarbeiter-Beteiligungen fördern die Motivation der Beschäftigten","408",NA
"Darüber hinaus lenken und halten sie Kapital in Unternehmen, mit dem neue Arbeitsplätze geschaffen werden können","408",NA
"Vermögensbildung braucht Freiheit und Freiwilligkeit: Wahlfreiheit für den Arbeitnehmer bei der Art der Anlagen und Freiwilligkeit der Vereinbarungen in den Betrieben, keine Priviligierung von Tariffonds","702",NA
"Durch Investivlohnmodelle wollen wir die Möglichkeiten breiter Vermögensbildung verbessern und erweitern","408",NA
"Für Bürgerinnen und Bürger, die in der früheren DDR geringere Chancen für eine private Vermögensbildung hatten, soll als Nachteilsausgleich ein Bonus vorgesehen werden","705",NA
"Soweit Teile des Einkommens, insbesondere gewinnabhängige variable Einkommensbestandteile, nicht ausgezahlt, sondern angelegt werden, bleiben sie von Steuern und Sozialabgaben so lange befreit, bis sie zu einem späteren Zeitpunkt an den Arbeitnehmer bar ausgezahlt werden","408",NA
"Die F.D.P fordert darüber hinaus die Einrichtung von Pensionsfonds, in die Arbeitgeber und Arbeitnehmer Zahlungen leisten können","505",NA
"Sie dienen neben der Vermögensbildung auch der eigenverantwortlichen zusätzlichen Altersvorsorge","505",NA
"Auch hier darf die Besteuerung beim Begünstigten erst nachgelagert erfolgen","505",NA
"Generell muß gelten, daß der Staat einzelne Formen der Vorsorge steuerlich gleichbehandelt","408",NA
"10. Mehr Flexibilität in der Arbeitszeit",NA,NA
"Weitgehend starre tarifliche und gesetzliche Arbeitszeiten führen dazu, daß Maschinen und Anlagen in Deutschland weniger intensiv genutzt werden als in den Konkurrenzländern","702",NA
"Dieser Wettbewerbsnachteil ist durch individuellere Arbeitszeitgestaltung abzubauen","702",NA
"Dazu gehören zum Beispiel flexiblere Schichtarbeitszeitmodelle, die generelle Zulassung der Samstagsarbeit, Öffnung auch für Sonntagsarbeit, wenn dadurch Arbeitsplätze gesichert oder geschaffen werden können,","702",NA
"die stärkere Möglichkeit der Übertragung von Arbeitszeiten von der einen auf die andere Woche bis hin zu Jahres- oder gar Lebensarbeitszeiten","701",NA
"Zur Flexibilisierung des Arbeitsmarktes tragen auch Leih- und Zeitarbeit bei","702",NA
"Ferner muß durch eine Kombination von Teilzeitarbeit und Teilrente ein gleitender Übergang in den Ruhestand ermöglicht werden","701",NA
"Durch all dies lassen sich die Notwendigkeiten des Betriebes und die Wünsche der Arbeitnehmer besser in Einklang bringen","408",NA
"Diese neue Flexibilität führt vor allem zu effizienteren Kostenstrukturen und schafft mehr Arbeitsplätze","402",NA
"11. Arbeitsrechtliche Vorschriften durchforsten",NA,NA
"Im Lauf der Jahrzehnte hat sich ein Dickicht von arbeitsrechtlichen Schutzbestimmungen entwickelt, die seinerzeit durchaus ihre Berechtigung gehabt haben mögen","303",NA
"Häufig schaden sie aus heutiger Sicht aber gerade denjenigen, die sie schützen sollen","701",NA
"So zwang überzogener Kündigungsschutz viele Betriebe, auch bei guter Geschäftslage eher auf Überstunden auszuweichen, als neue Mitarbeiter einzustellen","702",NA
"Die Bereitschaft zur Übernahme und Sanierung eines existenzbedrohten Betriebes scheitert an der gesetzlichen Pflicht, sämtliche Arbeitnehmer des Betriebes zu den bisherigen Bedingungen weiter zu beschäftigen","702",NA
"Die F.D.P will solche heute nicht mehr zeitgemäßen Vorschriften ändern oder abschaffen","303",NA
"Ferner sind alle das Arbeitsverhältnis betreffenden gesetzlichen Regelungen in einem Arbeitsgesetzbuch zusammenzufassen","303",NA
"12. Bürgergeld-Anreize (''Kombi-Einkommen'') für einfache Arbeit",NA,NA
"Zahlreiche Arbeitsverhältnisse sind durch den Wegfall von Niedriglohntätigkeiten oder Verlagerung einfacher produktiver Tätigkeiten oder Dienstleistungen ins Ausland verlorengegangen","408",NA
"Menschen, die weniger qualifiziert sind, aber durchaus einfachere Tätigkeiten verrichten könnten, sind dadurch arbeitslos und leben von Lohnersatzleistungen bzw Sozialhilfe","408",NA
"Solche Tätigkeiten müssen auf dem deutschen Arbeitsmarkt bezahlbar werden","408",NA
"Für Arbeitsverhältnisse mit geringer Produktivität, bei denen der Lohn nicht zu einem ausreichenden Einkommen der Arbeitnehmer und ihrer Familien reicht, sollen verbesserte Mischformen zwischen Arbeitsentgelt und staatlichen Transferleistungen (”Kombi-Einkommen”, ''Negativsteuer'') zum Einsatz kommen","504",NA
"Über eine geringere Anrechnung des Arbeitsentgelts auf die Arbeitslosenhilfe bzw die Sozialhilfe als bisher soll ein zusätzlicher Anreiz zur Aufnahme regulärer Arbeit geschaffen werden","504",NA
"Durch Zusammenfassung und Harmonisierung staatlicher Unterstützungsleistungen kann gleichzeitig ein Einstieg in das von der F.D.P vorgeschlagene „Bürgergeldsystem“ erreicht werden.","303",NA
"13. Mehr Arbeitsplätze durch weniger Lohnzusatzkosten - Reform der Sozialversicherung",NA,NA
"Genügend neue und sichere Arbeitsplätze werden nur dann geschaffen, wenn es gelingt, die Lohnzusatzkosten in Deutschland nachhaltig und dauerhaft zu senken","408",NA
"Bei dieser Aufgabe stehen sowohl die Tarifpartner als auch der Gesetzgeber in der Pflicht","408",NA
