"text","cmp_code","eu_code"
"Die Konservativen waren dazu nicht fähig.","305",NA
"Das neue Staatsbürgerschaftsrecht und jetzt das Zuwanderungsgesetz schaffen Klarheit und Steuerbarkeit, wo über Jahrzehnte die Realität missachtet und verdrängt wurde.","303",NA
"Hier wird sich die politische Reife unserer Demokratie beweisen müssen.","303",NA
"CDU und CSU – immer dagegen",NA,NA
"Die meisten dieser Initiativen für Erneuerung und Zusammenhalt mussten gegen den oft massiven Widerstand von CDU und CSU durchgesetzt werden.","305",NA
"Ohne unsere Politik seit 1998 wäre Deutschland heute weniger modern, weniger sozial, auch weniger liberal.","305",NA
"Beschäftigung - Aufgabe Nr. 1",NA,NA
"Arbeit für alle ist und bleibt zentrales Ziel unserer Politik.",NA,NA
"Mit der Bekämpfung der Arbeitslosigkeit sind wir vorangekommen, von 4.279.200 im Jahresdurchschnitt 1998 auf 3.851.636 in 2001.","701",NA
"Die Beschäftigtenzahl stieg um 1,2 Millionen.","408",NA
"Aber das ist nicht genug.","408",NA
"Außeneinwirkungen bremsten die anfangs zügigen Fortschritte.","408",NA
"Wir finden uns mit der Arbeitslosigkeit nicht ab.","305",NA
"Der wirtschaftliche Aufschwung weltweit und auch in Deutschland wird Beschäftigung sichern und neue Arbeitsplätze schaffen.","701",NA
"Eine offensive Mittelstands- und Existenzgründerpolitik bedeutet zusätzliche Beschäftigung.","402",NA
"Am Arbeitsmarkt selbst müssen die große Nachfrage und das erhebliche Angebot für zielgerichtete Qualifikation","411",NA
"und zielgenaue Vermittlung genutzt werden.","303",NA
"Der Trend in die illegale Beschäftigung muss gebrochen und umgekehrt werden.","605",NA
"Das Bündnis für Arbeit, Ausbildung und Wettbewerbsfähigkeit bleibt eine unverzichtbare Plattform beim gemeinsamen Bemühen aller gesellschaftlichen Kräfte um Beschäftigung.","405",NA
"Aufbau Ost – Die zweite Hälfte des Weges",NA,NA
"Es ist das Verdienst der Regierung Gerhard Schröder, die Prioritäten neu geordnet, die Investitionen erhöht, Wachstumskerne entwickelt, die Regionen in ihrer eigenen Kraft gestärkt und die Realitäten ehrlich benannt zu haben.","305",NA
"Der Solidarpakt II, der den ostdeutschen Ländern die gesamtstaatliche finanzielle Solidarität bis 2019 sichert und eine verlässliche Aufbauperspektive bietet, zeigt zweierlei","606",NA
": Wir sind beim Aufbau konkret.","303",NA
"Die Hälfte des Weges ist geschafft.","303",NA
"Wir sind zu großen weiteren Anstrengungen bereit.","606",NA
"Der Aufbau Ostdeutschlands ist auch Voraussetzung für den Wohlstand in ganz Deutschland, für eine starke Wirtschaft, starke Regionen und gute Lebensperspektiven.","408",NA
"Deutschlands Rolle in Europa und der Welt",NA,NA
"Die Welt ist in einer Zeit großen Wandels, mit tiefgreifenden Konsequenzen auch für unser Land.","000",NA
"Die Rückkehr des Bürgerkriegs und der Völkermord in Südosteuropa, direkt vor unserer Haustür, und die schrecklichen Ereignisse des 11. September 2001 in den USA haben uns unsere sicherheitspolitischen Aufgaben in der Völkergemeinschaft vor Augen geführt.","104",NA
"Wir haben Verantwortung im Rahmen unserer Kräfte übernommen","104",NA
"und helfen politisch-diplomatisch,","106",NA
"humanitär","107",NA
"und auch mit dem Einsatz der Bundeswehr.","104",NA
"Es geht darum, Gewalt zu stoppen, Terrorismus zu bekämpfen.","104",NA
"Wir wollen beitragen zu einer Friedenspolitik, die Konflikten vorbeugt und Krieg verhindert.","106",NA
"Dabei bleibt es beim Vorrang für die Möglichkeiten der Außenpolitik und der Politik wirtschaftlicher Zusammenarbeit.","106",NA
"Deutschland ist ein selbstverständlicher gleichberechtigter Partner in der internationalen Politik geworden.","601",NA
"Deutschland in Europa",NA,NA
"Über Jahrhunderte zerstrittene Völker haben sich im Frieden zu einer Gemeinschaft verbündet.","108",NA
"Ein Erdteil mit einer großen Geschichte und mit bedeutenden Potentialen vereint sein Wissen und seine Kräfte zum Nutzen aller.","108",NA
"Es lohnt, sich für Europa zu engagieren.","108",NA
"Dabei wissen wir: Je kleiner die Welt, desto nötiger die Europäische Union.","108",NA
"Die epochalen Veränderungen und die Entwicklungen der Weltwirtschaft generell erfordern - auch zum Nutzen unseres eigenen Landes - ein geeintes und friedliches und wirtschaftlich starkes Europa.","108",NA
"Dabei achten wir darauf, dass die europäische und vor allem auch deutsche Idee und Tradition von sozialer Marktwirtschaft und Sozialstaat lebendig bleibt und dass nicht Gesellschaftsordnungen vorherrschen, die unter dem Vorwand der absoluten Freiheit das Prinzip der Macht des Stärkeren ungebremst realisieren.","108",NA
"Freiheit und Sicherheit",NA,NA
"Wir fördern Individualität als Bedingung und als Ausdruck der Freiheit.","201",NA
"Individualität gibt die Chance, Lebensweg und Lebensweise selbst zu wählen und eigenverantwortlich zu handeln.","201",NA
"Eigenverantwortung und gesellschaftlicher Zusammenhalt bedingen einander.","606",NA
"Unsere Politik der Mitte erweitert Freiheitsspielräume und ermutigt zu solidarischem Handeln.","606",NA
"Der Staat behält dabei seine Aufgaben, Regeln zu setzen und im Wandel und durch Wandel Sicherheit zu gewährleisten.","000",NA
"Das gilt für die soziale,","503",NA
"aber auch für die innere Sicherheit,","605",NA
"für den Schutz vor Gewalt","605",NA
"und den Schutz des Eigentums,","605",NA
"für den Kampf gegen Wirtschaftskriminalität","605",NA
"und Korruption","304",NA
", für das Verbot des Rechtsextremismus.","602",NA
"Wir beugen der Kriminalität vor, aber wir bekämpfen sie auch energisch, im eigenen Land","605",NA
"und in der Völkergemeinschaft.","104",NA
"Der Staat",NA,NA
"In dieser Welt des Wandels müssen auch die Staatsaufgaben überprüft werden.","505",NA
"Das tun wir unvoreingenommen.","104",NA
"Im Großen wie im Kleinen.","104",NA
"Wir achten das Prinzip der Subsidiarität","301",NA
"und fördern die Idee der Zivilgesellschaft.","606",NA
"Was an Aufgaben vor Ort, von gesellschaftlichen Gruppen und von Einzelnen in Eigenverantwortung erfüllt werden kann, das sollte der Staat nicht reglementieren.","606",NA
"Dementsprechend müssen aber auch Ansprüche an den Staat zurückgenommen werden, die ihn überfordern.","505",NA
"Wir sehen den Staat als Partner in der freien Bürgergesellschaft.","606",NA
"Wir sehen und bejahen aber auch die Verantwortlichkeit des Staates.","504",NA
"Wir bekennen uns zu dieser Verantwortlichkeit der Politik.","504",NA
"Der Staat muss Grundlagen schaffen und Leitlinien bestimmen und Entscheidungen treffen für eine humane Gesellschaft.","201",NA
"Das kann nur der Staat.",NA,NA
"Die Ideologie der totalen Entstaatlichung lehnen wir ab.","305",NA
"Der Staat darf nicht nur Reparaturbetrieb sein für Interessengegensätze, die in der Zivilgesellschaft ungeklärt bleiben.","305",NA
"Der Staat hat Lenkungsfunktion.","305",NA
"Politik der Mitte",NA,NA
"Uns geht es um eine wertorientierte Politik, die Freiheit, Gerechtigkeit und Solidarität verbindet – das ist Politik der Mitte.","305",NA
"Gleiche Chancen für alle zu gewährleisten gehört zu dieser Politik ebenso, wie die Anerkennung der vielfältigen Fähigkeiten und Interessen der Menschen.","503",NA
"Gerechtigkeit bedeutet für uns, alle auf faire Weise an den Chancen unserer Gesellschaft teilhaben zu lassen.","503",NA
"Und sie zu Innovation und Zuversicht in die Gestaltbarkeit der Zukunft zu ermutigen.","411",NA
"Solche Reformpolitik ist auf breite gesellschaftliche Unterstützung angewiesen.","606",NA
"Nicht alle Weichenstellungen sind bequem, aber sie führen in eine gute Zukunft und wirken weit über die Phase einer Legislatur hinaus.","606",NA
"Wir laden alle gesellschaftlichen Kräfte ein, jede Frau, jeden Mann und insbesondere auch die Jugend, gemeinsam mit uns an der Verwirklichung unserer pragmatischen Vision für ein modernes und gerechtes Deutschland mitzuwirken.","606",NA
"In der Koalition mit den Bürgerinnen und Bürgern werden wir dafür sorgen, dass es voran geht mit Deutschland.","606",NA
"Wir in Deutschland!","601",NA
"POLITIK MUSS NACHHALTIG SEIN",NA,NA
"Politik braucht lange Linien und den Blick über die nächste Legislaturperiode hinaus.","303",NA
"Schuldenberge","414",NA
"und Abfallberge","501",NA
"sind so unverantwortlich wie Forschungslücken","411",NA
"und Instandhaltungslücken.","411",NA
"Wer das Saatgut verspeist, kann morgen nicht ernten.","414",NA
"Nachhaltigkeit verbindet sich in der politischen Debatte vor allem mit einem konsequenten Umweltschutz.","501",NA
"Mit dem Anspruch also, Luft und Wasser und Boden und vor allem die Menschen zu schützen.","501",NA
"Wir unterstützen dieses Ziel des nachhaltigen Umweltschutzes mit Nachdruck.","501",NA
"Damit nicht morgen oder irgendwann von Menschen verursachte Naturkatastrophen den Lebensraum zerstören.","501",NA
"Ökologische Modernisierung bringt Arbeit und Umwelt zusammen.","416",NA
"Aber nachhaltige Politik in diesem Sinne ist auch erforderlich:","416",NA
"für die dauerhafte Stabilität des Wohlstandes,","408",NA
"für die langfristige Funktionsfähigkeit der sozialen Sicherungssysteme,","504",NA
"für die Sicherung von Freiheit","201",NA
"und Frieden.","106",NA
"Viele Entscheidungen, die jetzt getroffen werden, reichen mit ihren Wirkungen weit in dieses Jahrzehnt und auch darüber hinaus.","303",NA
"Mit dem besonderen Engagement bei Bildung und Forschung,","506",NA
"mit der ergänzenden Regelung zur Alterssicherung","505",NA
"und mit humanitärem","107",NA
"und friedenssicherndem Einsatz weltweit haben wir gute Beispiele für nachhaltige Politik gesetzt.","104",NA
"Die Idee des Generationsvertrages hat sich bewährt.","606",NA
"Sie bleibt gültig, ergänzt um die wachsende Gewissheit, dass sie auch einen erheblichen internationalen Bezug hat.","606",NA
"Wir vertreten die Interessen der Menschen heute und die Interessen unseres Landes.","601",NA
"Gerade deshalb aber bedenken und beachten wir dabei auch die Interessen zukünftiger Generationen","706",NA
"und anderer Länder.","107",NA
"Unsere Politik hat Zukunft.","305",NA
"1. Deutschlands Rolle in Europa und der Welt",NA,NA
"• Verantwortung übernehmen",NA,NA
"Deutschlands Rolle in der Welt hat sich verändert.","601",NA
"Unsere Stimme hat an Gewicht gewonnen.","601",NA
"Unser Rat und unsere Hilfe sind gefragt.","601",NA
"Die Staatengemeinschaft zählt auf Deutschland, und sie kann sich auf Deutschland verlassen.","601",NA
"Dazu haben wir mit unserer Politik entscheidend beigetragen.","305",NA
"Weil wir Mitverantwortung tragen für die gemeinsame Sicherheit in unserer einen Welt, haben wir die Außenpolitik, die Politik der wirtschaftlichen Zusammenarbeit und die Sicherheitspolitik schrittweise weiter entwickelt.","104",NA
"Diesen Prozess wollen wir fortsetzen und durch die Geltung gemeinsamer Rechtsgrundsätze weltweit stärken.","107",NA
"Unser Ziel ist die Sicherung des Friedens weltweit.","106",NA
"Interessengegensätze müssen friedlich ausgeglichen werden.","106",NA
"Mit uns wird von Deutschland niemals Aggression ausgehen.","106",NA
"Aber die Wirklichkeit der Welt ist nicht nur friedlich.","104",NA
"Unsere Aufgabe besteht heute in der Prävention von Konflikten und der Eindämmung von Gewalt.","104",NA
"Wir engagieren uns für eine aktive Friedenspolitik.","106",NA
"Dabei ergibt sich unsere Rolle in dieser Politik aus der geografischen und politischen Lage Deutschlands im Herzen Europas,","108",NA
"unserer Mitgliedschaft in der Europäischen Union,","108",NA
"den Vereinten Nationen","107",NA
"und als Partner im Atlantischen Bündnis.","104",NA
"Unsere Friedenspolitik wird bestimmt durch unsere Werte und Überzeugungen","106",NA
"und unsere nationalen Interessen.","601",NA
"Ob auf dem Balkan, bei der Neuordnung und dem Wiederaufbau in Afghanistan, bei der Lösung regionaler Konflikte oder im Kampf gegen den internationalen Terrorismus – seit 1998 war Deutschland auch sicherheitspolitisch verstärkt gefordert und ist seiner internationalen Verantwortung gerecht geworden.","104",NA
"Und zwar so, wie es unserem Selbstverständnis entspricht und wie unsere Partner und die Staatengemeinschaft es von uns erwarten können.","104",NA
"Mit der staatlichen Einheit haben wir nicht nur unsere nationale Souveränität in vollem Umfang zurückgewonnen, sondern zugleich auch das Recht und die Pflicht zur internationalen Solidarität.","107",NA
"Wir sind ein normales europäisches Land geworden.","601",NA
"Wir stehen zum Einsatz unserer Soldaten international, wo er durch Beschlüsse der Vereinten Nationen und des Deutschen Bundestages legitimiert und den Soldaten gegenüber verantwortbar ist.","104",NA
"Man darf sich seiner Verantwortung nicht entziehen, wenn Völkermord oder die Eskalation gewaltsamer Konflikte drohen oder geschehen.","104",NA
"Das ist auch eine Lehre aus unserer eigenen Geschichte.","601",NA
"Die Vereinten Nationen stärken",NA,NA
"Frieden","106",NA
"und die weltweite Achtung der Menschenrechte sind unser Ziel.","201",NA
"Der Weg dorthin führt über verstärkte Zusammenarbeit,","107",NA
"über aktive Hilfe bei der wirtschaftlichen Entwicklung","107",NA
"und ein gemeinsames System der Sicherheit und des Rechts.","107",NA
"Wir haben den Menschen nicht nur Märkte anzubieten - sondern auch Chancen und Solidarität.","503",NA
"Die Vereinten Nationen sind unverzichtbar für die Zusammenarbeit auf dieser Welt.","107",NA
"Die Mehrzahl der 189 Mitgliedsstaaten der Vereinten Nationen verfügt über keine andere Instanz zu ihrer Interessenvertretung.","107",NA
"Die Vereinten Nationen zu stärken und ihnen durch mehr Rechte und eine innere Reform bessere und erweiterte Arbeitsmöglichkeiten zu geben, bleibt deshalb unser Ziel.","107",NA
"Deutschland ist bereit, sich in den Vereinten Nationen noch stärker zu engagieren.","107",NA
"Die Anforderungen an Sicherheit sind vielfältiger, komplexer und weniger berechenbar geworden.","104",NA
"Deutschland ist heute ein Partner für Sicherheit und Stabilität in Europa und der Welt","104",NA
"und verfolgt eine konsequente Politik des Interessenausgleiches und des Multilateralismus.","107",NA
"Wir werden auch in Zukunft eine aktive Friedens- und Sicherheitspolitik voranbringen, die","104",NA
"· die Prävention - wie in Makedonien erfolgreich geschehen - in den Mittelpunkt der Außen-, Entwicklungs- und Sicherheitspolitik rückt,","106",NA
"· die Unteilbarkeit der Sicherheit anerkennt und","104",NA
"· auf die Zusammenarbeit über nationale und regionale Grenzen hinweg setzt.","107",NA
"Prävention erfordert Unterstützung für politische Konfliktlösungen in den Regionen,","106",NA
"für Rüstungskontrolle,","105",NA
"Abrüstung und Vertrauensbildung,","105",NA
"für wirtschaftliche Entwicklung,","107",NA
"für sozialen Ausgleich.","503",NA
"Eine umfassende und wirksame Friedenspolitik benötigt auch die Verfügbarkeit leistungsfähiger militärischer Fähigkeiten.","104",NA
"Zu Beginn des 21. Jahrhunderts ist der Beitrag der Bundeswehr zu einer solchen Politik der Friedenssicherung noch wichtiger geworden.","104",NA
"Deutschland ist gefordert, wenn Vereinte Nationen, NATO, EU und OSZE sich zur Abwehr von Gefahren und zur Sicherung des Friedens engagieren und wird seine internationalen Verpflichtungen erfüllen.","104",NA
"Dabei müssen unsere nationalen Interessen und Fähigkeiten beachtet werden.","601",NA
"Die Fortsetzung einer Politik der Abrüstung und Rüstungskontrolle leistet Beiträge zu einer vorausschauenden Friedenspolitik.","105",NA
"Zu einer Weiterentwicklung der vertragsgestützten Abrüstungspolitik gibt es keine Alternative.","105",NA
"Das Ziel der Nichtverbreitung von Massenvernichtungswaffen steht bei uns weiter an erster Stelle.","105",NA
"Die Verträge zur Non-Proliferation, das Chemiewaffenübereinkommen, das B-Waffen-Übereinkommen und das Regime der Nichtverbreitung von Trägerwaffentechnologie (MTCR) sind zu stärken.","105",NA
"Der START-Prozess muss fortgesetzt und der Atomteststopp-Vertrag (CTBT) ratifiziert werden.","105",NA
"• Eine gerechte Weltordnung",NA,NA
"Die Globalisierung ist Realität.","403",NA
"Sie stoppen zu wollen, ist illusionär.","403",NA
"Ihr freien Lauf zu lassen, ist gefährlich.","403",NA
"Sie zu gestalten und ihre Potentiale für alle zu nutzen – darauf kommt es an.","403",NA
"Wir wollen eine weltwirtschaftliche Ordnung, die sich am Ziel einer sozialen und ökologischen Marktwirtschaft ausrichtet.","416",NA
"Dafür treten wir ein, dafür werben wir, das wollen wir allen Schwierigkeiten zum Trotz durchsetzen.","305",NA
"Wir setzen uns für gerechtere Welthandelsbeziehungen im Interesse der Entwicklungsländer ein.","107",NA
"Mit Blick auf die neue Welthandelsrunde heißt das, dass wir für eine weitere Marktöffnung eintreten.","407",NA
"Es geht dabei um Zollabbau,","407",NA
"um Beseitigung nichttarifärer Handelsbarrieren,","407",NA
"um einen besseren Schutz der Umwelt,","501",NA
"um die Beachtung von Arbeitnehmerrechten.","701",NA
"Die internationale Finanzarchitektur muss gerecht fortentwickelt werden.","408",NA
"Wir setzen uns für die Sicherung stabiler und funktionierender Finanzmärkte als Motor für Wirtschaftswachstum und Beschäftigung ein.","408",NA
"Wir brauchen einen europaweit abgestimmten Maßnahmen-Mix zur Regelung der internationalen Finanzmärkte","403",NA
"als Einstieg für eine globale Einigung.","107",NA
"Die Entwicklungsländer müssen eine bessere Chance bekommen für ihre Produkte und für die Versorgung der Bevölkerung mit wirksamen und preiswerten Medikamenten.","107",NA
"Wir haben uns seit jeher für die Stärkung des Rechts weltweit eingesetzt.","107",NA
"Wir haben das Zustandekommen des ständigen Internationalen Strafgerichtshofs gefördert und unterstützen seine Arbeit.","107",NA
"Es geht darum, das Recht des Stärkeren durch die Stärke des Rechts abzulösen.","107",NA
"Für eine wirksame Entwicklungs-Zusammenarbeit",NA,NA
"Wohlstandssteigerungen in armen Regionen sind nicht nur ein Gebot der Gerechtigkeit, sondern Teil unserer Bemühungen um eine weltweite Stärkung demokratischer Strukturen und gleichberechtigter Entwicklung.","107",NA
"Wir wollen Armut und Hunger entscheidend mindern","107",NA
"und durch Entwicklung Frieden sichern.","106",NA
"Nur so können Krieg, Armutswanderungen und internationaler Terrorismus langfristig und effektiv bekämpft werden.","107",NA
"Mit der Kölner Entschuldungsinitiative im Sommer 1999 haben wir den Grundstein für bessere Lebenschancen in den Entwicklungsländern gelegt.","107",NA
"Die Entschuldung ist verknüpft mit den nationalen Strategien der Armutsbekämpfung, die unter Beteiligung der Bevölkerung erarbeitet werden.","107",NA
"So soll sicher gestellt werden, dass die Entlastungen vor allem den armen Bevölkerungsschichten zu gute kommen.","107",NA
"Mit einem konsequenten Aktionsprogramm 2015 zur weltweiten Armutsbekämpfung haben wir wichtige Verpflichtungen übernommen.","107",NA
"Wir werden dazu beitragen, die von der internationalen Gemeinschaft beschlossenen Ziele zu verwirklichen:","107",NA
"Die weltweite Halbierung der extremen Armut,","107",NA
"Grundbildung für alle Kinder bis zum 14. Lebensjahr,","107",NA
"drastische Reduzierung der Kinder- und Müttersterblichkeit","107",NA
"und die Bekämpfung von AIDS.","107",NA
"Das internationale Ziel, 0,7 % des Bruttosozialprodukts jedes Landes für die Entwicklungszusammenarbeit einzusetzen, gilt.","107",NA
"Die Realität ist aber noch weit davon entfernt.","107",NA
"Das Ziel muss stufenweise umgesetzt werden.","107",NA
"Wir wollen, wie auf dem EUGipfel in Barcelona verabredet, auch in Deutschland unseren Teil dazu beitragen und bis zum Jahr 2006 unseren Anteil auf 0,33 % des BSP steigern.","107",NA
"Gleichzeitig werden wir neue Finanzierungsmöglichkeiten für Entwicklung prüfen.","107",NA
"Die Nichtregierungsorganisationen, die Kirchen und Stiftungen leisten eine wichtige Arbeit.","606",NA
"Mit ihren Fähigkeiten und Kenntnissen sind sie unsere wichtigen Partner bei der Gestaltung der Globalisierung, der Bekämpfung der Armut und der Friedenssicherung.","606",NA
"In enger Kooperation mit diesen Organisationen werden wir den zivilen Friedensdienst weiter ausbauen.","606",NA
"Das wirtschaftliche und technisch-organisatorische Potential der Unternehmen fließt in die Entwicklungspartnerschaften mit der Wirtschaft ein, die wir weiter ausbauen werden.","606",NA
"Die Länder des Südens und Ostens brauchen eine faire Integration in den Welthandel.","107",NA
"Durch eine bessere Beteiligung an den WTO-Strukturen müssen ihre Interessen im Welthandelssystem stärker berücksichtigt werden.","107",NA
"Die Europäische Union ist für viele dieser Länder der wichtigste Handelspartner.","407",NA
"Die EU muss für die ärmsten Entwicklungsländer einen freien Zugang zu ihren Märkten sicherstellen.","407",NA
"Die von der EU beschlossene Marktöffnung für die 48 ärmsten Entwicklungsländer ist ein erster Schritt in die richtige Richtung.","407",NA
"Im Rahmen der WTO müssen Zölle und Handelsbarrieren für weiterverarbeitete Produkte zurückgeführt","407",NA
"und gleichzeitig soziale und ökologische Mindeststandards im Welthandel stärker verankert werden.","416",NA
"Entsprechend den Beschlüssen zur neuen Welthandelsrunde müssen die Exportsubventionen für Agrarprodukte beendet werden, die zu einem unfairen Wettbewerb mit den Entwicklungsländern führen","407",NA
"• Deutschland in Europa",NA,NA
"Wir gehören zu Europa und Europa gehört zu uns.","108",NA
