"text","cmp_code","eu_code"
"Die Bilanz unionsregierter Länder beweist: Man kann auch gut regieren.","305",NA
"Das ist unser Angebot für Deutschland: Ein Regierungsprogramm mit einem klaren Projekt: Leistung und Sicherheit.","305",NA
"Und mit Edmund Stoiber ein Kanzlerkandidat, der handelt, weil er weiß: Es ist Zeit für Taten.","305",NA
"Arbeit und Wohlstand für alle",NA,NA
"Deutschland darf nicht länger Schlusslicht beim Wachstum","410",NA
"und bei der Bekämpfung der Arbeitslosigkeit sein.","701",NA
"Die Rote Laterne des europäischen Wirtschaftszuges ist kein unabänderliches Schicksal.","408",NA
"Die Menschen in unserem Land leisten gute Arbeit.","701",NA
"Deutschland hat das Potenzial, wieder zum wirtschaftlichen Motor Europas zu werden.","601",NA
"Aber eine falsche Regierungspolitik verschenkt die wichtigsten Chancen.","305",NA
"Wir wollen den Menschen in Deutschland diese Chancen wieder eröffnen.","305",NA
"Größere wirtschaftliche Freiheit","401",NA
"und verlässlichere finanzielle Sicherheit sind möglich.","403",NA
"Unsere wichtigsten politischen Ziele sind Arbeit und Wohlstand für alle.","503",NA
"Die Herausforderungen des 21. Jahrhunderts verlangen neue Antworten.","305",NA
"In unübersichtlichem Gelände findet nur einen Weg, wer sich zu orientieren weiß.","305",NA
"Unsere Politik folgt einem bewährten Kompass.","305",NA
"Die Soziale Marktwirtschaft als ordnungspolitische Leitidee weist auch im 21. Jahrhundert den humansten, effizientesten und besten Weg.","403",NA
"Die Union hat die vergangenen Jahre genutzt, diese Leitidee zu erneuern und zu revitalisieren.","403",NA
"So bietet sie die beste Grundlage, auf Globalisierung, technische Revolutionen, Wandel der Arbeitswelt, demografische Umbrüche und ökologische Herausforderungen gleichermaßen zukunftsfähige wie konsensfähige Antworten zu geben.","403",NA
"Die erneuerte Soziale Marktwirtschaft ermutigt zur Freiheit und setzt Anreize für Eigenverantwortung.","505",NA
"Mit ihrer Hilfe stärken wir die Leistungskraft Deutschlands.","403",NA
"Denn wenn wir bei Wohlstand und Einkommen in der Spitze bleiben wollen, müssen wir auch bei der Leistung Spitze sein.","410",NA
"Dazu haben wir das Programm „3 mal 40 Prozent“ entwickelt.","000",NA
"Es steht für niedrige Steuern,","408",NA
"stabile Sozialversicherungen","504",NA
"und einen sparsamen Staat.","414",NA
"Motor für Wachstum und Arbeitsplätze:",NA,NA
"Programm „3 x 40“",NA,NA
"Wir wollen die brachliegenden Kräfte für mehr Wachstum in Deutschland nutzen.","410",NA
"Die lähmenden Wirkungen übermäßiger Bürokratie,","303",NA
"Steuer- und Abgabenlast müssen beseitigt werden.","402",NA
"Freiheit und Eigentum, Eigenverantwortung und Privatinitiative sollen wieder die dominierenden Triebfedern der wirtschaftlichen Entwicklung werden.","401",NA
"Wir werden deshalb die Staatsquote, den Anteil der Ausgaben der öffentlichen Hand an der gesamtwirtschaftlichen Leistung, von derzeit knapp 50% schrittweise und - 7 - dauerhaft auf unter 40% senken.","401",NA
"Damit bewahren wir den Staat, die öffentlichen Haushalte und die sozialen Sicherungssysteme besser vor Überforderung und Überschuldung.","414",NA
"Wir wollen den Spitzensteuersatz auf unter 40% senken.","701",NA
"Mit jedem Schritt in diese Richtung geben wir dem Bürger ein Stück seiner eigenen Leistung und seiner wirtschaftlichen Entfaltungsfreiheit zurück.","401",NA
"Um die wirtschaftlichen Antriebskräfte nachhaltig zu stärken, werden wir den Zuwachs der Staatsausgaben deutlich begrenzen.","414",NA
"Die Wachstumsrate des Bundeshaushalts muss konsequent niedriger gehalten werden als das Wirtschaftswachstum.","414",NA
"Privatisierung und Marktöffnung werden der unternehmerischen Initiative mehr Raum verschaffen.","401",NA
"Dies gilt insbesondere für den Post- und Telekommunikations-, den Verkehrs- und den Ver- und Entsorgungsbereich.","401",NA
"Zukunftsträchtige Branchen brauchen freie Betätigungsfelder, nicht enge Nischen.","401",NA
"Dann entwickeln sie ungeahnte Beschäftigungsmöglichkeiten, neue Berufe und technologische Hochleistungen.","411",NA
"Die Höhe der Sozialversicherungsbeiträge ist nach wie vor ein Bremsklotz gegen mehr wirtschaftliche Dynamik.","402",NA
"Wir werden alle Spielräume nutzen, die Beitragssätze zu senken und die Sozialversicherungsbeiträge von Arbeitnehmern und Arbeitgebern schrittweise auf unter 40% zu begrenzen.","402",NA
"Mit dieser Entlastung geben wir den Bürgern mehr Möglichkeiten zur Eigenvorsorge.","505",NA
"Die Unternehmen erhalten größere und vor allem verlässliche Spielräume für die Einstellung von neuen Arbeitskräften.","701",NA
"Wir lehnen es ab, die einzelnen Zweige der Sozialversicherungen als Verschiebebahnhöfe zur Finanzierung des Bundeshaushaltes zu missbrauchen.","303",NA
"Umweg-Finanzierungen, wie etwa mit Hilfe der Ökosteuer, verschleppen nur die Probleme.","303",NA
"Sie können am Ende die notwendigen Reformen doch nicht ersetzen.","505",NA
"In den sozialen Sicherungssystemen muss vielmehr durch eine neue Balance von Eigenverantwortung, privater Risikovorsorge und Solidarität die Ausgabendynamik gedrosselt werden.","505",NA
"Dies ist auch eine wichtige Voraussetzung, um im internationalen Wettbewerb um Investitionen und kluge Köpfe bestehen zu können.","408",NA
"Steuerpolitik: gerecht und leistungsfördernd",NA,NA
"Deutschland braucht eine Steuerpolitik, die Anreize für Leistung setzt.","401",NA
"Wir wollen die Menschen motivieren, ihre Leistungskraft zu entfalten.","401",NA
"Die Bürger sollen wieder das Gefühl haben können, dass es gerecht bei der Steuer zugeht.","503",NA
"Deutschland braucht deswegen eine Steuerpolitik, die auf Einfachheit und Transparenz setzt.","303",NA
"CDU und CSU werden deshalb eine große Steuerreform auf den Weg bringen, die von den Vorgaben „einfacher, niedriger und gerechter“ geprägt ist.","303",NA
"Wir werden ein einfacheres und transparenteres Steuerrecht schaffen,","303",NA
", das fair","503",NA
"und international wettbewerbsfähig ist","408",NA
"wieder zu Investitionen und Leistungsbereitschaft motiviert","401",NA
"und bei allen Einkunftsarten mehr Steuergerechtigkeit bringt.","503",NA
"Die derzeit bestehende Vielzahl von Sonderregelungen verkompliziert das Steuerrecht.","303",NA
"Die Unübersichtlichkeit der Regelungen eröffnet Möglichkeiten, durch Steuergestaltung die Steuerschuld so zu beeinflussen, dass diese kaum mehr der tatsächlichen wirtschaftlichen Leistungsfähigkeit entspricht.","303",NA
"Ein zu kompliziertes Steuerrecht öffnet der Steuerhinterziehung Tür und Tor und setzt selbst ehrliche Steuerzahler der Gefahr der Kriminalisierung aus.","303",NA
"Da Ausnahmetatbestände dem Konzept einer einfachen und transparenten Besteuerung widersprechen, wollen wir sie auf den Prüfstand stellen.","303",NA
"Unser Ziel ist es, dass im Ergebnis alle entlastet werden und weniger Steuern zahlen.","408",NA
"Wir werden das Steuerrecht so vereinfachen, dass alle Bürger ihre Steuererklärung wieder selbst erstellen können.","303",NA
"Ein einfaches Steuersystem ist grundsätzlich auch ein gerechteres Steuersystem.","503",NA
"Wir werden die Steuerbelastung senken.","408",NA
"Wir werden mittelfristig und schrittweise den Einkommensteuerspitzensatz auf unter 40% und den Eingangssteuersatz auf unter 15% senken.","701",NA
"Ein niedrigerer Einkommensteuer-Spitzensatz, ein geringerer Eingangsteuersatz und ein flacherer linear-progressiver Tarifverlauf lassen alle Steuerzahler von der geringeren Steuerprogression profitieren.","701",NA
"Alle Steuerzahlergruppen werden entlastet.","408",NA
"Durchschnittsverdiener sollen nicht mehr in die Nähe des Höchststeuersatzes kommen;","701",NA
"Wir wollen die „kalte Progression“ vermeiden.","701",NA
"Das steuerfreie Existenzminimum ist entsprechend der wirtschaftlichen Entwicklung fortzuschreiben.","701",NA
"Am Ehegatten-Splitting halten wir fest.","603",NA
"Das Ehegattensplitting ist keine beliebig gestaltbare Sondervergünstigung, sondern notwendiger steuerrechtlicher Ausdruck der Lebens- und Fürsorgegemeinschaft der Ehepartner.","603",NA
"Allen rot-grünen Versuchen, über das Steuerrecht die grundlegenden, gewachsenen Strukturen unserer Gesellschaft aufzuweichen oder umzuformen, erteilen wir - im Einklang mit dem Grundgesetz - eine klare Absage.","603",NA
"Die Steuer-Reform von Rot-Grün war falsch.","305",NA
"Zudem verursacht sie ein Ungleichgewicht bei der Steuerentlastung von Personenunternehmen und Kapitalgesellschaften.","403",NA
"Wir werden diese Benachteiligung von Mittelstand, Selbständigen und Existenzgründern durch Verbesserungen bei der Einkommensteuer beseitigen.","402",NA
"Wir wollen die Rechtsformneutralität der Unternehmensbesteuerung wieder herstellen.","402",NA
"Die Steuerfreiheit für Beteiligungsveräußerungen wird wegen ihrer Auswirkungen auf das Steueraufkommen und im Hinblick auf die Gleichbehandlung von Personenunternehmen einer Überprüfung unterzogen.","303",NA
"Die Vermögensteuer werden wir aus Gründen der Rechtssicherheit streichen und die teilweise geforderte Wiedereinführung verhindern.","201",NA
"Eine Erhöhung der Erbschaft- und Schenkungsteuer lehnen wir ab.","408",NA
"Gerade für den Mittelstand wäre eine Erhöhung „durch die Hintertür“ der Bewertung von Betrieben und Immobilien schädlich.","403",NA
"Die von Rot-Grün im nationalen Alleingang durchgesetzte Ökosteuer hat sich als wirtschaftlich verfehlt, ökologisch kontraproduktiv und sozial ungerecht erwiesen.","305",NA
"CDU und CSU werden die für 2003 vorgesehene weitere Erhöhung dieser Steuer rückgängig machen.","305",NA
"Unser Ziel ist es, die Ökosteuer in der bestehenden Form mittelfristig abzuschaffen und sie durch eine aufkommens- und wettbewerbsneutrale, europaweit abgestimmte, harmonisierte und schadstoffbezogene Abgabe zu ersetzen.","501",NA
"Unsere Politik zielt darauf, die Wachstumskräfte zu stärken, um Spielräume für Steuersenkungen zu eröffnen.","408",NA
"Die ersten Maßnahmen werden wir bereits 2003 umsetzen: die Ökosteuer wird nicht erhöht.","408",NA
"Für die steuerliche Berücksichtigung von Kinderbetreuungskosten zwischen 1.000 € und 5.000 € pro Kind jährlich wird gesorgt.","706",NA
"Die Gewerbesteuerumlage wird auf das Niveau vor der Schröder-„Steuerreform“ zurückgeführt.","402",NA
"Kleine Beschäftigungsverhältnisse werden gefördert.","402",NA
"Zum 1. Januar 2004 setzen wir eine große Steuerreform in Kraft.","303",NA
"Mit einem kräftigen Einstieg schaffen wir die Voraussetzung, bis zum Ende der nächsten Legislaturperiode unsere Ziele zu erreichen, den Eingangsteuersatz unter 15% und den Spitzensteuersatz unter 40% zu senken.","701",NA
"Arbeitsmarkt: Chancen fördern, Hemmnisse abbauen",NA,NA
"Kanzler Schröder hat rund 6 Millionen Arbeitslose zu verantworten: 4 Millionen offiziell gezählte und rund 1,8 Millionen statistisch nicht erfasste Arbeitslose.","701",NA
"Zudem suchen rund 1 Million Menschen eine Beschäftigung, ohne als arbeitslos registriert zu sein.","701",NA
"Mindestens weitere 800.000 Menschen kommen trotz Arbeitsfähigkeit nicht aus der Sozialhilfe heraus.","701",NA
"Diese Bilanz ist katastrophal.","305",NA
"Dabei scheiden jährlich rund 200.000 ältere Menschen mehr aus dem Arbeitsmarkt aus, als jüngere nachrücken.","305",NA
"Die verfehlte Politik der Schröder-Regierung hat also die hohe Arbeitslosigkeit nicht bekämpft, sondern gefördert.","305",NA
"Nur aus demografischen Gründen ist dies nicht deutlicher sichtbar geworden.","305",NA
"Trotz kräftiger Wachstumsimpulse aus dem Ausland wurden zu wenig Arbeitsplätze in Deutschland geschaffen.","701",NA
"Im Jahr 2001 lag Deutschland erstmals bei der Arbeitslosigkeit über dem Durchschnitt der Europäischen Union.","701",NA
"Der angepriesene Anstieg der Beschäftigtenzahl in den Jahren seit 1999 hatte überwiegend statistische Gründe.","305",NA
"Durch die Einbeziehung der geringfügigen Beschäftigungsverhältnisse etwa wurde die Zahl der Beschäftigten zwar auf dem Papier erhöht, kein einziger Arbeitsloser hat durch die Rechtsänderung aber einen neuen Arbeitsplatz gefunden.","701",NA
"Deutschland darf in Europa beim Kampf gegen die Arbeitslosigkeit nicht länger Nachzügler sein.","701",NA
"Unsere Leitsätze für mehr Beschäftigung lauten: Arbeitslose fördern und fordern - Arbeitsmarkt entriegeln - Arbeitnehmer und Unternehmen entlasten.","701",NA
"Wir handeln in der Überzeugung, dass die Praxis der verwalteten Arbeitslosigkeit dringend beendet werden muss - zugunsten einer Politik des geförderten Wiedereinstiegs in den Arbeitsmarkt.","504",NA
"Chancen fördern",NA,NA
"Das Gesetz gegen die sogenannte „Scheinselbständigkeit“ werden wir aufheben, um die rot-grünen Überreglementierungen und bürokratischen Hemmnisse wieder zu beseitigen.","303",NA
"Wir begrüßen jede Initiative der Bürger, die zu mehr Selbständigkeit führt.","402",NA
"Deswegen muss dieser Weg erleichtert und nicht durch bürokratisches Misstrauen erschwert werden.","303",NA
"Wir wollen grundsätzlich mehr Beschäftigungsmöglichkeiten im gesamten Niedriglohnsektor schaffen, um den Menschen den oftmals nicht einfachen Weg aus Arbeitslosigkeit und Sozialhilfe zu erleichtern.","702",NA
"Schröders 630-DM-Bürokratiemonster hat zahlreiche Arbeitnehmer hart getroffen, geringfügige Beschäftigungsverhältnisse und insbesondere Nebenjobs in vielen Branchen vernichtet, mittelständische Wirtschaft und ehrenamtliches Engagement in den Vereinen und den Kirchen belastet und vor allem die Schwarzarbeit gefördert.","303",NA
"Die geringfügig beschäftigten Arbeitnehmer brauchen eine Perspektive für weniger Bürokratie und höheren Nettoverdienst.","701",NA
"Die rot-grüne 325-€-Regelung wird bei uns keinen Bestand haben.","305",NA
"Wir werden stattdessen die 325-€-Grenze auf 400 € anheben, die Belastung mit Sozialversicherungsbeiträgen streichen und die geringfügige Beschäftigung einer pauschalen Steuerpflicht von 20% unterwerfen, die der Arbeitgeber einheitlich abzuführen hat.","701",NA
"Die Beitragsausfälle der Sozialversicherungsträger werden durch Bundeszuschüsse ausgeglichen.","303",NA
"Wir werden nach unserem „Drei-Säulen-Modell“ mit abgesenkten Sozialversicherungsbeiträgen für Geringverdiener und „Kombilöhnen“ abgestufte Anreize für eine Arbeitsaufnahme im Niedriglohnsektor setzen.","504",NA
"Für Arbeitnehmer, die in einem Vollzeit- oder einem Teilzeitarbeitsverhältnis von mehr als 20 Wochenstunden zwischen 401 € und 800 € verdienen, werden deshalb die Sozialversicherungsbeiträge gesenkt.","701",NA
"Dieses Angebot gilt nicht nur für Langzeitarbeitslose und Sozialhilfeempfänger, sondern für alle Bezieher von niedrigen Einkommen.","701",NA
"So wird eine tragfähigere Brücke in die Beschäftigung gebaut als mit vielen der bisherigen Instrumente aktiver Arbeitsmarktpolitik.","303",NA
"Arbeitslose, die eine Arbeit annehmen, deren Nettolohn bisher bezogene soziale Leistungen nicht erreicht, sollen als Anreiz zur Arbeitsaufnahme einen Aufstockungsbetrag erhalten.","504",NA
"Hinzutreten muss die Aktivierung der privaten Haushalte als potentielle Arbeitgeber im Dienstleistungssektor.","402",NA
"Viele Haushalte würden gerne Dienstleistungen rund um das tägliche Leben in Anspruch nehmen, werden aber von zu hohen Kosten und zu großem bürokratischen Aufwand abgeschreckt.","402",NA
"Die bürokratischen Auflagen müssen für Privathaushalte durchgreifend vereinfacht werden.","303",NA
"Eine große Bedeutung kommt der stärkeren Beteiligung der Arbeitnehmer an den Erträgen und dem Vermögen der Wirtschaft zu.","503",NA
"Die Bildung von Produktivvermögen in Arbeitnehmerhand ist Ausdruck der Sozialpartnerschaft, ermöglicht eine gerechtere Einkommensverteilung, schafft Motivation und stärkt die Bindung an das Unternehmen.","701",NA
"Investive Lohnvereinbarungen erschließen den Betrieben neue Kapitalquellen und verbessern die Voraussetzungen für mehr Flexibilität bei der Gestaltung der Arbeitsbeziehungen.","408",NA
"Hemmnisse abbauen",NA,NA
"Strukturreformen im Arbeitsrecht sind notwendig, um neue Arbeitsplätze zu schaffen.","701",NA
"Wir lassen uns dabei von dem Gedanken leiten, den Arbeitnehmern und ihren Familien Sicherheit","701",NA
"und den Betrieben mehr Flexibilität zu geben, um Krisenzeiten überstehen zu können.","401",NA
"Deshalb werden wir für ein modernes Arbeitsrecht sorgen, das zu möglichst vielen Einstellungen führen und so neue Beschäftigungschancen eröffnen wird.","408",NA
"Wir brauchen eine neue Balance zwischen Flexibilität und Sicherheit.","408",NA
"Dazu gehört, dass wir eine flexiblere Personalpolitik durch verbesserte Rahmenbedingungen für Zeitarbeit und die vertragliche Befristung von Arbeitsverhältnissen ermöglichen.","702",NA
"Den generellen Rechtsanspruch auf Teilzeit werden wir abschaffen und ihn auf Zeiten der Kindererziehung und Pflege begrenzen.","702",NA
"Wir wollen älteren Arbeitslosen die Möglichkeit eröffnen, sich bei Abschluss eines neuen Arbeitsvertrages eine Abfindung zusichern zu lassen, wenn sie für den Fall einer künftigen Kündigung auf eine Kündigungsschutzklage verzichten.","701",NA
"Wir werden prüfen, ob durch eine Übertragung des Optionsmodells auf Langzeitarbeitslose auch für diese zusätzliche Chancen am Arbeitsmarkt entstehen.","701",NA
"Wir treten dafür ein, das Kündigungsschutzrecht für Arbeitnehmer und Arbeitgeber transparenter zu machen; dazu gehört, dass eine mit dem Betriebsrat vereinbarte Sozialauswahl transparent ist.","303",NA
"Wir werden die Chancen der Mitbestimmung durch ein besseres und moderneres Betriebsverfassungsgesetz nutzen,","405",NA
"von der Schröder-Regierung geschaffene Einstellungshindernisse beseitigen","305",NA
"und die Vielfalt der Arbeitnehmer-Interessen wahren.","701",NA
"Wir brauchen eine tarifrechtliche Flankierung zur Erweiterung des Spielraums für betriebliche Bündnisse für Arbeit.","701",NA
"Neben Lohn und Arbeitszeit müssen auch die Beschäftigungsaussichten in den Günstigkeitsvergleich einbezogen werden.","701",NA
"Den Tarifparteien muss zur Sicherung der Tarifautonomie jedoch ein begründetes Einspruchsrecht bleiben.","405",NA
"Wir werden die gerade für mittelständische Betriebe kostentreibenden Teile der Schröder-Reform des Betriebsverfassungsgesetzes zurücknehmen.","402",NA
"Dabei werden wir auch die Größe der Betriebsräte und die herabgesetzten Schwellenwerte für freigestellte Betriebsräte für künftige Wahlperioden überprüfen.","702",NA
"Im Betrieb der Zukunft sind Eigenständigkeit, selbständige Entscheidungskompetenz, Kreativität der Mitarbeiter und differenzierte Arbeitsmöglichkeiten gefordert.","411",NA
"Beteiligung des Betriebsrates,","701",NA
"schnellere Rechtssicherheit gehören dazu.","201",NA
"Entscheidend für die Erfolge der Betriebe und die beruflichen Perspektiven der Mitarbeiter sind auch deren berufliche Qualifikationen.","411",NA
"Bei beruflichen Bildungsmaßnahmen und der Vereinbarkeit von Familie und Beruf wollen wir deshalb die Partnerschaft unter Einbeziehung der Betriebsräte stärken.","701",NA
"Aus Arbeitslosen wieder Arbeitnehmer machen",NA,NA
"Wir wollen in der Arbeitsmarktpolitik wieder zwei Grundsätzen Geltung verschaffen: Wer arbeitet, soll mehr in der Tasche haben als wenn er nicht arbeitet.","401",NA
"Staat und Gesellschaft sollen die Empfänger von Sozialtransfers fördern und fordern – denn Rechte und Pflichten gehören zusammen.","505",NA
"Deswegen werden wir einen Schwerpunkt darauf legen, arbeitsfähige Menschen wieder in den ersten Arbeitsmarkt zu bringen.","701",NA
"Nur dann verdient die „aktive Arbeitsmarktpolitik“ wirklich ihren Namen.","701",NA
"Nur in Ausnahmefällen kann es darum gehen, Tätigkeiten auf dem zweiten Arbeitsmarkt, der in Wahrheit kein Arbeits-„Markt“ ist, zu organisieren und subventionieren.","505",NA
"Dazu planen wir den Ausbau der individuellen Förderung in neuen Job-Centern.","504",NA
"Mit Hilfe von Eingliederungsvereinbarungen werden die Arbeitssuchenden zum Wiedereinstieg in den Arbeitsmarkt begleitet.","701",NA
"Gezielte Weiterbildungsangebote während der Zeit der Arbeitslosigkeit werden eine wichtige Rolle spielen.","411",NA
"Fortbildungs- und Umschulungsangebote werden wir stärken und bedarfsorientiert neu ordnen.","411",NA
"Weil wir die Arbeitssuchenden und Arbeitsfähigen intensiv fördern, darf die Allgemeinheit auch etwas von ihnen fordern.","505",NA
"Wir halten es für zumutbar, dass der arbeitsfähige Empfänger von Sozialtransfers zuerst nachprüfbar zeigt, dass er sich wirklich ernsthaft um Arbeit bemüht hat.","505",NA
"Für erwerbsfähige Arbeitslosen- und Sozialhilfebezieher werden wir die finanzielle Unterstützung an die Pflicht binden, an Weiterbildungsmaßnahmen teilzunehmen, sich auf andere Weise für eine Rückkehr in den Arbeitsmarkt zu qualifizieren oder gemeinnützige Arbeit zu leisten.","505",NA
"Für Ausländer können Deutsch-Lehrgänge hinzutreten.","505",NA
"Wir werden dafür Sorge tragen, dass Qualifizierungsmaßnahmen auch in ausreichendem Maße angeboten werden.","504",NA
"Ein wesentlicher konzeptioneller Schritt zu einer solchen neuen Kultur des Förderns und Forderns besteht in der Zusammenführung von Arbeitslosen- und Sozialhilfe.","303",NA
"Die bisherigen Verschiebeaktionen zwischen den Kommunen als Trägern der Sozialhilfe und den für die Arbeitslosenhilfe zuständigen Arbeitsämtern müssen vermieden werden.","303",NA
"Deshalb sollen Arbeits- und Sozialämter in den neuen Job-Centern zusammenarbeiten, um eine flexible Förderung aus einer Hand zu ermöglichen.","303",NA
"So können wir die Kompetenz der Kommunen auf den lokalen Arbeitsmärkten besser nutzen.","301",NA
"Die Vermittlungstätigkeit der Arbeitsämter und der Sozialämter muss reformiert und an das neue Konzept angepasst werden.","303",NA
"Die Bundesanstalt für Arbeit wird dezentralisiert und gestrafft, in den Arbeitsämtern die Kernaufgabe Arbeitsvermittlung gestärkt und auch durch mehr Wettbewerb mit privaten Anbietern die Vermittlungsleistung verbessert.","303",NA
"Die Förderung von Infrastrukturmaßnahmen aus Beitragsmitteln der Arbeitslosenversicherung ist ein Irrweg, den wir rückgängig machen werden.","303",NA
"Wir schaffen mit unserer Politik zugleich Spielräume, um den Beitrag zur Arbeitslosenversicherung zu senken,","701",NA
"Arbeitskosten zu entlasten","701",NA
"und das Entstehen neuer Arbeitsplätze zu erleichtern.","408",NA
"Zur Selbständigkeit ermutigen, Mittelstand stärken",NA,NA
"Wirtschaftswachstum und Beschäftigung in Deutschland brauchen einen optimistischen, engagierten und erfolgreichen Mittelstand.","704",NA
"Von 1980 bis 2000 hat der Mittelstand in Deutschland 2,9 Millionen Stellen geschaffen, während die Großunternehmen rund 1 Million Stellen abgebaut haben.","704",NA
"Deutschland liegt beim „Gründerklima“ im Staatenvergleich auf einem blamablen 22. Platz.","402",NA
"Hier muss Deutschland aufholen.","402",NA
"Zur Verbesserung der Rahmenbedingungen für ein Wachstum, das auch mehr Beschäftigung bringt, werden wir eine Offensive für Selbständigkeit, Existenzgründung und Mittelstand starten.","402",NA
