"text","cmp_code","eu_code"
"Doch die Regierenden setzen weiter auf Privatisierung und Deregulierung,","413",NA
"auf das entfesselte Wirken des Marktes, wo soziale Kälte und ökologische Blindheit herrschen,","413",NA
"und betreiben Demokratieabbau","202",NA
"Eine Änderung dieser Verhältnisse erfordert demokratische Gestaltungskraft und eine einflußreiche gesellschaftliche Widerstands- und Reformbewegung","202",NA
"Überall in der Gesellschaft wird rationalisiert","000",NA
"Doch die Gesellschaft als Ganzes wird immer irrationaler","000",NA
"Diese Art von Rationalität und Effektivität geht auf Kosten der Bürgerinnen und Bürger","000",NA
"Die Regierungsparteien beschwören angesichts der gewaltigen ungelösten Probleme die Dringlichkeit von Reformen","305",NA
"Aber sie meinen die Rücknahme der einst mühsam erkämpften sozialen und demokratischen Kompromisse","305",NA
"Sie verkehren die Reformidee in ihr Gegenteil","305",NA
"Dieses Land braucht Alternativen, die diese Bezeichnung wirklich verdienen","305",NA
"Dafür braucht die Bundesrepublik die PDS im Bundestag","305",NA
"Ohne gesellschaftliche Gegenwehr, ohne Druck von links werden SPD und Bündnisgrüne der Versuchung der Anpassung nicht widerstehen","305",NA
"Es gibt im Deutschen Bundestag keine andere Partei, die der Regierung so entschieden entgegentritt und für eine demokratische","202",NA
"und sozial gerechte Republik streitet","503",NA
"Die PDS ist die Partei, die seit Jahren mit Konsequenz und Kompetenz ostdeutsche Interessen vertritt und dadurch auch andere Parteien dazu drängt","503",NA
"Jede Benachteiligung Ostdeutscher, die im Bundestag thematisiert wurde, ist von der PDS zur Sprache gebracht worden","503",NA
"Gelegentlich folgten andere, zum Beispiel die SPD gegen das Rentenstrafrecht, das sie zunächst mit verabschiedet hatte","503",NA
"Im Konfliktfall ist hinsichtlich ostdeutscher Interessen nur auf die PDS Verlaß","503",NA
"Ohne PDS kommt Ostdeutschland als politischer Akteur im Bundestag nicht mehr vor","503",NA
"Die gesellschaftliche Krise in Deutschland ist eng verbunden mit der anhaltenden politischen, ökonomischen und sozialen Spaltung des Landes","606",NA
"Krise kommt aus dem Griechischen und heißt Wende","305",NA
"Insofern liegt eine Erklärung für unsere Kompetenz auf der Hand: Die immer noch stark ostdeutsch dominierte PDS ist die einzige Partei Deutschlands mit aktuell durchlebter und gereifter Wendeerfahrung","305",NA
"Ihre Anhänger können aus eigenem Erleben die Vor- und Nachteile zweier Gesellschaftssysteme vergleichen und wollen die Forderungen des demokratischen Umbruchs 1989/90 erneuern","202",NA
"Das befähigt sie, die Erfahrungen des Scheiterns produktiv zu machen und künftiges Scheitern verhindern zu helfen","305",NA
"Viele Probleme in Ostdeutschland sind nur die zugespitzten Schwierigkeiten des ganzen Landes","606",NA
"Das muß als Herausforderung für die Gesellschaft insgesamt begriffen werden","606",NA
"Eine selbstbewußte Vertretung ostdeutscher Interessen ist notwendig für den Bestand der Demokratie","202",NA
"Ohne Aufbruch im Osten kein Aufbruch im Westen","606",NA
"Die PDS ist - an ihrem praktischen kommunalen Wirken in den neuen Bundesländern nachprüfbar - in besonderem Maße eine Partei sozialer Gerechtigkeit","503",NA
"und gesellschaftlicher Solidarität","606",NA
"Sie zu wählen heißt, einen Politikwechsel zu wählen und sich konsequent gegen eine Regierung zu entscheiden, die versucht, den Staatshaushalt auf Kosten Kranker, Schwacher und Alter zu konsolidieren, gegen eine Regierung, die die Vermögenssteuer abschafft und gleichzeitig die Sozialhilfe kürzt, die den Spitzensteuersatz senken will und die Krankenkassenbeiträge erhöht, die gesellschaftlichen Reichtum zum Vorteil der großen Unternehmen und Spitzenverdiener umverteilt","503",NA
"Die alternativen Ziele der Partei des Demokratischen Sozialismus sind: - Wir wollen uns nicht mit dem herrschenden Marktradikalismus abfinden,","415",NA
"wir wollen, daß Wirtschaft und Gesellschaft demokratisch gestaltet werden","202",NA
"- Wir wollen eine neue Art der Vollbeschäftigung, existenzsichernd für alle, zukunftsorientiert, ökologisch verantwortungsbewußt","701",NA
"- Wir wollen soziale Gerechtigkeit und die Verteidigung und Neugestaltung solidarischer Sicherungssysteme,","504",NA
"wir wollen eine soziale Grundsicherung für alle","504",NA
"- Wir wollen Zukunftschancen und selbstbestimmte Mitsprache für die junge Generation,","706",NA
"neue, zeitgemäße Bildung,","506",NA
"moderne und offene Hochschulen","506",NA
"und das Verfassungsrecht auf Ausbildung","506",NA
"- Wir wollen, daß die ökologische Wende endlich eingeleitet wird","416",NA
"- Wir wollen uns konsequent für die Überwindung der gesellschaftlichen Frauenfeindlichkeit und für die reale Gleichstellung von Frauen und Männern einsetzen","503",NA
"- Wir wollen, daß Betroffene selbst über ihre Angelegenheiten entscheiden können und Demokratie umfassend erlebbar ist","202",NA
"- Wir wollen gleiche Rechte für alle Menschen, die in der Bundesrepublik leben","201",NA
"Das Grundrecht auf Asyl muß wiederhergestellt","201",NA
"und ein entschiedener Kampf gegen Rassismus, Nationalismus und Rechtsextremismus geführt werden","606",NA
"_ Wir wollen eine demokratische Europäische Union","202",NA
"und die zivile Gestaltung der internationalen Beziehungen","105",NA
"- Wir wollen diese Ziele bundesweit vertreten, in West wie Ost","305",NA
"Sie bestimmen auch unsere spezielle Verantwortung in Ostdeutschland, nicht als regionale, sondern als sozialistische Partei der Bundesrepublik","305",NA
"Wir haben die Chance. Nutzen wir sie",NA,NA
"Die PDS will weder eine neue noch eine “verträglichere” Variante bisheriger Bonner Politik","000",NA
"Sie setzt sich für eine Gesellschaft ein, in der Schwache nicht länger schwach, Einzelne nicht länger allein, Fremde nicht länger fremd und Abhängige nicht länger wehrlos bleiben","606",NA
"Im Mittelpunkt unseres Wirkens steht der Kampf gegen Massenarbeitslosigkeit,","701",NA
"Sozialabbau","504",NA
"und Raubbau an der Natur","501",NA
"Wir - die PDS und ihre Wählerinnen und Wähler - haben es in der Hand, wirkliche Alternativen auf die Tagesordnung gesellschaftlicher Diskussion zu setzen","305",NA
"Jede Stimme für die PDS ist eine Stimme für wahrhaften politischen Wandel","305",NA
"Die PDS muß 1998 gestärkt als Fraktion in den Deutschen Bundestag, in Landtage und Kommunalvertretungen sowie 1999 in das Europäische Parlament einziehen","305",NA
"1. Arbeit und soziale Gerechtigkeit",NA,NA
"An nichts fehlt es in Deutschland mehr als an existenzsichernden Arbeitsplätzen","701",NA
"und sozialer Gerechtigkeit","503",NA
"Diese Situation ist nicht Ergebnis der viel beschworenen wirtschaftlichen Globalisierung, sondern der neoliberalen Politik der Bundesregierung","415",NA
"Sie hat die Bundesrepublik in den letzten anderthalb Jahrzehnten und vor allem seit 1990 bedrohlich verändert","415",NA
"Die von der Arbeiterbewegung und von Teilen des Bürgertums - auch unter dem Einfluß der Herausforderung durch die DDR - durchgesetzten sozialstaatlichen Reformen sind gefährdet","504",NA
"Die Politik von CDU/CSU und FDP ist durch soziale Kälte gekennzeichnet,","503",NA
"durch Mißachtung des Sozialstaats- und demokratischen Gestaltungsgebots des Grundgesetzes","203",NA
"und durch Kapitulation vor den Zukunftsfragen des notwendigen gesellschaftlichen Wandels","305",NA
"Deregulierung und die entfesselte Herrschaft des Marktes haben die Möglichkeiten sozialer und ökologischer Orientierung der Wirtschaft durch demokratische Politik erheblich eingeschränkt","412",NA
"In der Bundesrepublik - wie in den meisten kapitalistischen Metropolen - ist Politik zur Erfüllungsgehilfin wirtschaftlicher Gewinninteressen verkommen","415",NA
"Die SPD hat in ihrer politischen Praxis in den Ländern, insbesondere in Ostdeutschland, und im Bundesrat sowie in ihrer wirtschaftspolitischen Strategie auf dem Parteitag in Hannover 1997 wesentliche Positionen des herrschenden Neoliberalismus übernommen (Modell Deutschland, Flexibilisierung von Arbeitsmärkten, Abbau staatlicher Regulierung, Privatisierung öffentlicher Bereiche, Schaffung eines Niedriglohnsektors)","415",NA
"Sie ist trotz gegenteiliger Beteuerungen zugleich zu den geschichtlich überholten Positionen vornehmlich quantitativen Wirtschaftswachstums zurückgekehrt","416",NA
"Wir halten dagegen eine prinzipielle Alternative nicht nur für erforderlich, sondern für möglich und realistisch","416",NA
"Die alten Antworten sind nicht mehr ausreichend angesichts grundlegend veränderter wirtschaftlicher, sozialer und kultureller Bedingungen, angesichts der unabweislichen Notwendigkeit, die fortgesetzte Zerstörung der natürlichen Existenzgrundlagen zu stoppen und endlich eine ökologische Wende einzuleiten","416",NA
"Doch die neoliberalen Antworten der Regierungskoalition und der Unternehmerverbände, denen die von Gerhard Schröder repräsentierte Richtung in der SPD zu viele Zugeständnisse macht, laufen dieser Notwendigkeit zuwider","416",NA
"Sie liefern die Menschen der ganzen Härte der Weltmarktmechanismen aus, statt neue solidarische und umwelterhaltende Gegengewichte und Rahmenbedingungen zu schaffen","503",NA
"Dagegen will die PDS durch wirklich alternative Politik zu einer Wende von der Herrschaft der Wirtschaft über Politik und Gesellschaft zur Gewinnung demokratischer Gestaltungsfähigkeit beitragen","202",NA
"Starke Gewerkschaften und betriebliche Interessenvertretungen sind dafür von besonderer Bedeutung","701",NA
"Die PDS setzt sich dafür ein, - wie in Frankreich - ein politisches Streikrecht zu konstituieren","701",NA
"Die schleichende Privatisierung und Kommerzialisierung immer weiterer gesellschaftlicher Bereiche muß gestoppt werden","504",NA
"Gesundheit, Alterssicherung, Bildung, Kultur, Grundlagenforschung, Information, Wohnen, Energieversorgung und Verkehr müssen von der Vorherrschaft des Marktes und der Vermarktung befreit werden","504",NA
"Ohne Illusionen über die gegenwärtige Realisierbarkeit werden wir uns dafür einsetzen, daß der Einfluß der Banken auf Unternehmen und öffentliche Einrichtungen verringert,","408",NA
"der Einfluß demokratischer Institutionen auf die Banken wesentlich gestärkt wird","202",NA
"Die Europäische Union muß sozial,","504",NA
"demokratisch,","202",NA
"beschäftigungsorientiert,","701",NA
"ökologisch,","501",NA
"friedensstiftend","106",NA
"und weltoffen werden","107",NA
"Wir erheben nicht den Anspruch, fertige Antworten zu haben","000",NA
"Wir wissen, wie kompliziert und widerspruchsvoll eine realistische Alternative sein wird","000",NA
"Wir sind zum Dialog, zum Meinungsstreit, zum gemeinsamen Nachdenken, zum Lernen in der praktischen Politik und zur Berücksichtigung der Auffassungen unserer möglichen politischen Partnerinnen und Partner bereit","305",NA
"Wir legen unseren wirtschafts- und sozialpolitischen Positionen und der Zusammenarbeit mit anderen politischen Kräften fünf Leitbilder zugrunde, die die konkreten Schritte und die Richtung künftiger ökonomischer und sozialer Politik bestimmen sollen:","305",NA
"– Existenzsichernde Arbeit muß her",NA,NA
"Sinnvolle, menschenwürdige Existenz sichernde Arbeit für alle ist eine Voraussetzung für selbstbestimmtes Leben und eines der wichtigsten sozialen Menschenrechte","701",NA
"Sie ist möglich","701",NA
"Der Gesellschaft geht nicht die Arbeit aus, sondern die an die Kapitalverwertung gebundene Erwerbsarbeit wird knapper","701",NA
"Veränderungen müssen, Veränderungen können sofort passieren","701",NA
"– Die soziale Ungerechtigkeit muß überwunden werden",NA,NA
"Soziale Gerechtigkeit soll allen wirtschafts-, sozial- und finanzpolitischen Entscheidungen zugrunde gelegt","503",NA
"und die Umverteilung von unten nach oben beendet werden","503",NA
"Umverteilung von oben nach unten ist nicht, wie von Regierung und selbst Teilen der SPD und der Grünen dargestellt, ein Anachronismus, sondern eine dringliche Zukunftsaufgabe","503",NA
"Wir wollen uns daran beteiligen, die sozialen Sicherungssysteme zu verteidigen und sie auf neuen Grundlagen auszubauen, statt sie unter der Fahne von Seehofers und Blüms “Reformen” zu demontieren","504",NA
"– Der sozial verträgliche ökologische Umbau von Wirtschaft und Gesellschaft muß endlich beginnen und eine zukunftsfähige, nachhaltige Entwicklung eröffnen",NA,NA
"Eine Energie- und Verkehrswende und Solidarität mit den Ländern des Südens und Ostens sind unerläßliche Grundelemente zukunftsfähiger wirtschaftlicher Entwicklung","416",NA
"Eine energische Innovations-, Wissenschafts-, Forschungs- und Technologiepolitik sowie marktkonforme Instrumente wie die ökologische Steuerreform sollen sie fördern,","416",NA
"aber die Überlebenskrise der natürlichen Umwelt verlangt vor allem eine stärkere Regulation, gesellschaftliche und politische Gestaltungsfähigkeit","412",NA
"Die PDS wird deshalb auch gegenüber der SPD und den Grünen Widerstand leisten, wo diese sich entgegen ihren eigenen umweltpolitischen Zielen dem Diktat der Weltmärkte anpassen","501",NA
"Die finanzielle Überforderung der Lohnabhängigen und die Ausgrenzung der Schwächeren mit ökologischen Begründungen lehnt die PDS nicht nur entschieden ab, sondern hält sie für ein ernstes Hindernis für eine wirksame Politik ökologischen Wandels","503",NA
"– Reale Gleichstellung der Geschlechter muß zu einem übergreifenden Prinzip einer neuen Wirtschafts- und Sozialpolitik werden",NA,NA
"Wir sind nicht bereit, uns mit der Verdrängung von Frauen vom Arbeitsmarkt und ihrer sozialen und politischen Benachteiligung abzufinden","503",NA
"Frauen haben ein Recht auf existenzsichernde Erwerbsarbeit","503",NA
"Ökonomische Unabhängigkeit und eine gerechte Verteilung bezahlter und unbezahlter Arbeit zwischen Männern und Frauen sind Voraussetzungen für gleichberechtigte Teilhabe am gesellschaftlichen Leben","503",NA
"– Die Zukunftschancen der jungen Generationen müssen wiederhergestellt werden",NA,NA
"Wer auf diesem Gebiet spart und kürzt, verhält sich asozial und zukunftsfeindlich","706",NA
"Es geht uns um die gesellschaftlichen Mitbestimmungsmöglichkeiten junger Menschen,","706",NA
"um den Zugang zu Kultur, Sport und selbstbestimmter Kommunikation,","502",NA
"um moderne Ausbildung und Arbeitsplätze für alle","701",NA
"und um ein modernes Bildungs- und Hochschulsystem auf der Höhe der dramatischen gesellschaftlichen Herausforderungen","506",NA
"Diese Ansätze wollen wir über nationale Grenzen hinaus für eine demokratische, wirtschaftliche, soziale und ökologische Bewältigung der Globalisierungsprozesse und der europäischen Integration zur Geltung bringen","503",NA
"Dafür streben wir breite Bündnisse an","606",NA
"Wir sind und bleiben zur Zusammenarbeit mit anderen Parteien, Gewerkschaften, Verbänden und Bürgerinitiativen sowie den Kirchen und ihren Einrichtungen bereit","606",NA
"In drei brennend aktuellen Aufgaben bündeln sich alle Herausforderungen an eine neue Wirtschafts- und Sozialpolitik: in der Bekämpfung der Massenarbeitslosigkeit,","701",NA
"in der Verteidigung und Neugestaltung der sozialen Sicherungssysteme,","504",NA
"in der ökologisch-sozialen Reform des Steuer- und Finanzsystems","416",NA
"Die Lösung dieser Fragen wird in Ostdeutschland besondere Anstrengungen verlangen","503",NA
"Auch das ist eine Herausforderung von gesellschaftlichem Ausmaß","606",NA
"Erstens: Arbeitsplätze sind Lebensplätze",NA,NA
"Die Massenarbeitslosigkeit hat seit Mitte der siebziger Jahre in den Industriemetropolen chronischen Charakter angenommen","701",NA
"Sie nimmt Millionen Menschen die Chance auf Teilhabe am gesellschaftlichen Leben und zerstört soziale Integration","701",NA
"Sie ist der gefährlichste soziale Sprengstoff für die Gesellschaft und untergräbt ihre demokratischen Grundlagen","701",NA
"Die Bundesregierung und die Unternehmerverbände haben nicht nur keine Alternativen zur Massenarbeitslosigkeit, sondern nutzen sie für eine Politik der Entsolidarisierung, für den Abbruch des Sozialstaats, die Privatisierung sozialer Sicherung, Lohn- und Sozialdumping, die Verweigerung des ökologischen Umbaus","503",NA
"Ohne Überwindung der Massenarbeitslosigkeit, ohne eine Politik neuer Vollbeschäftigung wird es weder eine Rückkehr zu sozialstaatlichen Grundsätzen noch einen Übergang zu nachhaltiger Entwicklung und lebenswerter Zukunft geben","701",NA
"Die PDS hat in den Parlamenten und auf ihren Parteitagen zukunftsorientierte Alternativen vorgelegt, die bereits unter heutigen Bedingungen realistisch und finanzierbar sind, wenn der politische Wille vorhanden wäre","305",NA
"Wir finden uns mit der Massenarbeitslosigkeit nicht ab","701",NA
"Wir sagen den Wählerinnen und Wählern, daß wir eine kurzfristige und konfliktfreie Lösung dieser Aufgabe nicht für möglich halten","701",NA
"Sie wird zudem die Zusammenarbeit breitester gesellschaftlicher und politischer Kräfte und Vorrang für Beschäftigungspolitik auch in der Europäischen Union verlangen","701",NA
"Wir sind dazu ohne Vorurteile bereit","701",NA
"Als Hauptwege zur Verringerung der Massenarbeitslosigkeit sehen wir an:","701",NA
"– die Konzentration der Wirtschafts- und Strukturpolitik auf Beschäftigungssicherung,","701",NA
"– die gerechte Verteilung der Arbeit zwischen Erwerbstätigen und Erwerbslosen,","701",NA
"zwischen Männern und Frauen durch Arbeitszeitverkürzung ohne Kaufkraftreduzierung,","701",NA
"– die Schaffung eines öffentlich geförderten Beschäftigungssektors","701",NA
"Beschäftigungsorientierte Wirtschafts- und Strukturpolitik",NA,NA
"Die PDS hält an ihrer Forderung nach dem Recht auf Arbeit fest","701",NA
"Wir wollen, daß in das Grundgesetz auch das Recht auf einen Ausbildungsplatz aufgenommen und daß dieses Recht gesellschaftlich verwirklicht wird","701",NA
"Die von der Bundesregierung praktizierte Trennung der Arbeitsmarktpolitik von der Wirtschafts- und Strukturpolitik ist wirtschaftspolitisch kontraproduktiv","701",NA
"Strukturpolitik und Wirtschaftsförderung müssen innovationsorientiert sein,","411",NA
"die Schaffung und Erhaltung von Arbeitsplätzen,","701",NA
"die Stärkung regionaler Strukturen","408",NA
"sowie den ökologischen Umbau der Wirtschaft unterstützen.","416",NA
"Wir treten für die Humanisierung der Arbeitswelt primär unter gewerkschaftlicher Regie ein","701",NA
"Das seit 1997 geltende Arbeitsförderungsgesetz betrachten wir für Arbeitslose - insbesondere Frauen - als politischen Skandal","504",NA
"Die PDS verlangt seine grundsätzliche Neufassung","504",NA
"Wir sind gegen die staatliche Förderung eines Niedriglohnsektors","504",NA
"Die Arbeitslosenunterstützung und die Bedingungen für Weiterbildung und Arbeitsbeschaffungsmaßnahmen müssen verbessert,","504",NA
"die Zumutbarkeitsregeln eltern- und frauengerecht ausgestaltet werden","503",NA
"Die PDS befürwortet das Recht der Arbeitslosen auf Ablehnung sozialversicherungsfreier und nicht tariflich gebundener Arbeitsverhältnisse","701",NA
"Die Wahrung, die Erneuerung und der Ausbau gewerkschaftlicher Rechte und der Mitbestimmungsmöglichkeiten","701",NA
"sowie die Sicherung der Tarifautonomie und des Flächentarifvertrages müssen Bestandteil einer neuen Wirtschaftspolitik sein","701",NA
"Deshalb fordern wir, bei der Vergabe von Aufträgen der öffentlichen Hand tarifgebundene regional ansässige Unternehmen zu bevorzugen, die ihrerseits mit ausschließlich tarifgebundenen bzw tarifbezahlten Subunternehmen zusammenarbeiten","701",NA
"Die von den Regierungsparteien, SPD und Grünen vorgenommene Privatisierung von Bahn, Post und Telekom sowie die beabsichtigte weitere Privatisierung öffentlicher Dienstleistungen sind Bestandteil einer Politik, die Arbeitsplätze, soziale Gerechtigkeit und ökologische Alternativen einem internationalen Verdrängungswettbewerb opfert","413",NA
"Die Partei des Demokratischen Sozialismus wird sich diesem Marktradikalismus nicht nur verweigern, sondern für die Stärkung öffentlichen, kommunalen und genossenschaftlichen Eigentums eintreten","413",NA
"An die Stelle der Privilegierung von großen Banken und Konzernen setzen wir die ausbildungs- und beschäftigungsorientierte Förderung kleiner und mittlerer Unternehmen","403",NA
"Die Zukunft der Land- und Forstwirtschaft kann nicht über Weltmarktorientierung, Erzeugerpreissenkungen und Ausgleichszahlungen gesichert werden","703",NA
"Die PDS tritt für eine regional orientierte Entwicklungspolitik ein, die die Menschen der ländlichen Regionen in Entscheidungsprozesse über ihre Zukunft einbezieht, der Vielfalt der Existenzbedingungen auf dem Lande Rechnung trägt, die gewachsenen Kulturlandschaften bewahrt und fördert, auf dem Grundsatz der Nachhaltigkeit basiert und unbürokratisch ist","408",NA
"Wir wollen eine flächendeckende Landbewirtschaftung erhalten und damit Arbeitsplätze schaffen","703",NA
"Angebote zur sinnvollen Freizeitgestaltung für Menschen im ländlichen Raum sollen ausgebaut werden","502",NA
"Transferzahlungen an die Landwirtschaft müssen stärker an Leistungen für die Umwelt gebunden werden, damit umweltfreundliche Produktionssysteme entstehen können","501",NA
"Land- und forstwirtschaftliche Flächen in Naturschutzgebieten dürfen nicht privatisiert werden","413",NA
"Dringend erforderlich sind ein Sofortprogramm zur Schaffung von Ausbildungsplätzen,","411",NA
"eine moderne Reform der beruflichen Bildung","411",NA
"und eine Ausbildungsfinanzierung durch bundesweite Umlagefinanzierung","411",NA
"Arbeit gerechter verteilen",NA,NA
"Die Bundesregierung, die Unternehmerverbände und selbst “rot-grüne” Landesregierungen haben die Verlängerung von Wochen- bzw Lebensarbeitszeit durchgesetzt","701",NA
"Aber ohne gerechte Verteilung der vorhandenen Erwerbsarbeit, also ohne wesentliche Arbeitszeitverkürzung bleiben Auswege aus der Massenarbeitslosigkeit versperrt","503",NA
"Arbeitszeitverkürzung ist zudem eine Chance für den Reichtum menschlichen Lebens und für die Überwindung geschlechtsspezifischer Arbeitsteilung in den Familien","503",NA
"Wir unterstützen die Gewerkschaften bei ihren Bemühungen, Arbeitszeitverkürzungen und die Anpassung der tarifvertraglichen Arbeitszeiten Ost an West durchzusetzen","701",NA
"Wir wollen, daß die Beschäftigten größeren Einfluß auf die Gestaltung der Arbeitszeit erhalten,","701",NA
"sozial und gesundheitlich schädliche Arbeitszeitregelungen (wie die zunehmende Wochenend- und Nachtarbeit) und Überstunden abgebaut werden","701",NA
"Gleichzeitig treten wir für ein neues Arbeitszeitgesetz ein, mit dem die wöchentliche Höchstarbeitszeit spürbar gesenkt wird","701",NA
"Die gesetzliche Regelarbeitszeit könnte auf 7 Stunden pro Tag bei 5 Arbeitstagen pro Woche begrenzt werden","701",NA
"Im Rahmen einer wirklichen Rentenreform muß zugleich die Lebensarbeitszeit verringert,","701",NA
"das Rentenalter für Schichtarbeiterinnen und -arbeiter auf 55 Jahre herabgesetzt","504",NA
"und eine solche gesetzliche Absicherung der Altersteilzeit erreicht werden, daß alle Beschäftigten spätestens ab Vollendung des 55.Lebensjahres einen individuellen Rechtsanspruch auf Reduzierung ihrer wöchentlichen Arbeitszeit bei der Gewährleistung eines existenzsichernden Einkommens erhalten","701",NA
"Wir unterstützen die Gewerkschaften in ihren Forderungen nach kollektiven statt nur individuellen Arbeitszeitverkürzungen","701",NA
"Die gesellschaftlichen Bedingungen für die Vereinbarkeit von Beruf, Familie, Kindererziehung, Pflege von Angehörigen, Bildung, Weiterbildung, sozialen Beziehungen und Kultur müssen - nicht zuletzt durch erweiterte Möglichkeiten für bezahlte Freistellungen - verbessert werden","503",NA
"Alle Arbeitszeitmodelle sollten so angelegt werden, daß der Zugang von Frauen zu qualifizierten Tätigkeiten erleichtert wird","503",NA
"Bei der Vergabe öffentlicher Aufträge und Fördermittel soll der Erhalt und die Schaffung von Arbeitsplätzen für Frauen den Vorrang haben","503",NA
"Die gesetzliche Beschäftigungsquote für Menschen mit Behinderungen muß - als Minimum () - real durchgesetzt werden","705",NA
"Teilzeittätigkeiten dürfen nicht zur Altersarmut führen; sie müssen sozialrechtlich verankert und Möglichkeiten zur Rückkehr in Vollarbeitszeit gesichert werden","701",NA
"Die Verkürzung der Arbeitszeit darf weder zur Verringerung der Massenkaufkraft noch zu Einkommenskürzungen führen","503",NA
"Degressive staatliche Lohnkostenzuschüsse an Unternehmen mit anfänglichen oder vorübergehenden wirtschaftlichen Schwierigkeiten können einen solchen Prozeß fördern","402",NA
"Die Löhne sollen wieder stärker an die Entwicklung der Produktivität gekoppelt werden","701",NA
"Einen öffentlich geförderten Beschäftigungssektor schaffen",NA,NA
"In einer Gesellschaft wie der Bundesrepublik, in der jährlich ökologische Schäden von mindestens 200 Milliarden DM den kommenden Generationen hinterlassen werden, gibt es einen riesigen gesellschaftlichen Arbeitsbedarf","501",NA
"Gleiches trifft auf viele andere Bereiche zu","502",NA
"Soziales, kulturelles und breitensportliches Engagement sind für moderne Gesellschaften unerläßlich","502",NA
"Dennoch setzen die Bundesregierung und Landesregierungen in den bezahlten Kultur- und Sozialbereichen finanzielle Kürzungen durch, um aktuelle Haushaltslöcher zu verkleinern","409",NA
"Damit sparen sie an der Zukunft der Gesellschaft","606",NA
"Die Partei des Demokratischen Sozialismus setzt sich dagegen für einen starken, öffentlich geförderten Beschäftigungssektor insbesondere bei den sozio-kulturellen Dienstleistungen und beim ökologischen Umbau ein","409",NA
"Es geht um sinnvolle und existenzsichernde Arbeit, um Arbeit, die gesellschaftlich unverzichtbar ist","701",NA
"Es geht auch um die Entwicklung neuer Formen des Gemeineigentums","413",NA
"Die ostdeutschen Erfahrungen mit Beschäftigungsgesellschaften können dafür erste Ansatzpunkte bilden und für örtliche Beispiellösungen genutzt werden","606",NA
"Genossenschaftliche und kommunale Betriebe, soziale, ökologische, kulturelle, feministische, Bildungs- und andere Initiativen, Selbsthilfe- und Kiezprojekte sowie Wohlfahrtsverbände können Träger einer Struktur gemeinnütziger Projekte werden","606",NA
"Ihre rechtlichen und finanziellen Rahmenbedingungen müssen gestärkt werden","606",NA
"Zur Finanzierung eines solchen Beschäftigungssektors schlagen wir die Bildung eines föderal gegliederten und demokratisch verwalteten Fonds für soziale, ökologische und kulturelle Gemeinschaftsaufgaben vor","404",NA
"Er würde bis zu 85 Prozent aus den schrittweise wegfallenden Kosten der Arbeitslosigkeit finanziert werden können","404",NA
"Zweitens: Soziale Sicherheit, gesellschaftliche Solidarität",NA,NA
