"text","cmp_code","eu_code"
"Soziale Fragen wollen wir gemeinsam lösen.","606",NA
"BÜNDNIS 90/DIE GRÜNEN stehen für eine Politik der ökologischen, sozialen und demokratischen Erneuerung.","305",NA
"8 für 8: Sie haben die Wahl",NA,NA
"Am 22. September 2002 entscheiden Sie darüber, ob ökologische und soziale Modernisierungspolitik in Deutschland fortgesetzt wird.","305",NA
"Wir wollen mehr als 8 Prozent der Stimmen erreichen und damit die Richtung der Modernisierung in Deutschland grün bestimmen.","305",NA
"8 Punkte stehen im Zentrum unserer Politik für die nächste Legislaturperiode: § Raus aus der Atomkraft und weg vom Öl durch Energie aus Sonne und Wind","501",NA
"§ Gesundes Essen – mehr Verbraucherschutz und Neue Landwirtschaft •",NA,NA
"§ Kinder stärken – Kindergrundsicherung gegen Kinderarmut,","504",NA
"§ bessere Kinderbetreuung,","504",NA
"§ sowie eine Bildung, die Selbstbestimmung ermöglicht","506",NA
"§ Mehr Arbeitsplätze","701",NA
"§ – Ökologisches Wirtschaften,","416",NA
"§ Reform der sozialen Sicherungssysteme","303",NA
"§ und neue Arbeitsmarktpolitik","701",NA
"§ Das Einwanderungsland gestalten –","607",NA
"§ Integration fördern","608",NA
"§ und BürgerInnenrechte sichern","201",NA
"§ Die Hälfte der Macht für Frauen","503",NA
"§ Die Globalisierung gerecht gestalten – weltweit ökologische und soziale Regeln setzen","403",NA
"§ Mehr Mitbestimmung für die BürgerInnen – Stärkung der europäischen Demokratie","202",NA
"Die Bundestagswahl 2002 wird nicht zwischen SPD und CDU entschieden.","305",NA
"Keine der großen Parteien wird unser Land allein regieren.","305",NA
"Wir stehen dafür, dass soziale und ökologische Politik fortgesetzt wird und dass nicht schwarzer Rückschritt oder gelbe Rücksichtslosigkeit unser Land regieren.","305",NA
"Grün kämpft dafür, dass Erneuerung statt großkoalitionärem Stillstand unser Land prägt.","305",NA
"Grün kämpft dafür, dass sich Gerechtigkeit statt neoliberaler Ellbogenpolitik durchsetzt.","503",NA
"Wer die strukturkonservative PDS wählt, stärkt in Wahrheit Stoiber und schwächt damit ökologische und soziale Modernisierungspolitik, das ist mit Bündnisgrün nicht zu machen.","305",NA
"Wir kämpfen für eine deutliche Stärkung des grünen Gewichts","305",NA
"und wollen die erfolgreiche rot-grüne Politik fortsetzen.","305",NA
"Mit einer Politik der ökologischen, sozialen und demokratischen Erneuerung haben wir in der Koalition der Modernisierung eine Richtung gegeben","305",NA
"Nur Ihre Stimmen für die GRÜNEN schützen unser Land vor CDU/CSU und FDP.","305",NA
"Sie haben die Wahl.","305",NA
"1. Ökologische Modernisierung",NA,NA
"BÜNDNIS 90/DIE GRÜNEN sind die Partei der Ökologie.","501",NA
"Seit unserer Gründung 1980 haben wir gemeinsam mit der Ökologiebewegung den Umweltgedanken in der Gesellschaft verankert.","501",NA
"Durch die rot-grüne Regierung seit 1998 haben wir die ökologische Modernisierung entscheidend vorangebracht: Wir haben wirksame Maßnahmen zum Klimaschutz ergriffen.","501",NA
"Der Atomausstieg und die weltweit beispielhafte Förderung Erneuerbarer Energien öffnen den Weg in das solare Zeitalter.","501",NA
"Die neue Landwirtschaft sorgt für gesunde und sichere Nahrungsmittel.","403",NA
"Das neue Naturschutzgesetz beendet den 20-jährigen Stillstand auf Bundesebene.","501",NA
"Ökologie gehört zu unseren Grundwerten.","501",NA
"Wir orientieren uns am Leitbild der Nachhaltigen Entwicklung, wie es 1992 von den Vereinten Nationen auf dem Umweltgipfel in Rio definiert wurde.","416",NA
"BÜNDNIS 90/DIE GRÜNEN denken wirtschaftliche, soziale und ökologische Belange zusammen.","416",NA
"Eine Politik, die den Schutz der Umwelt als nachrangig ansieht, ist nicht nur ökologisch falsch, sondern auch ökonomisch und sozial kurzsichtig.","416",NA
"Unsere Politik der Nachhaltigkeit beugt internationalen Konflikten um die Ressourcen unserer Erde vor.","106",NA
"Es gibt viel zu tun.","305",NA
"Wir verteidigen die Belange der Umwelt und das Recht kommender Generationen auf eine lebenswerte Welt konsequent gegen andere Interessen.","501",NA
"Nur mit einer breiten ökologischen Bewegung und einer starken ökologischen Partei ist Deutschland zukunftsfähig:","305",NA
"Ohne unsere Politik gibt es keine Strategie weg von Öl, Kohle und Atom, hin zur Sonne und zur Energieeinsparung.","501",NA
"Nur mit uns gibt es einen Weg hin zu einer neuen Landwirtschaft","703",NA
"und zu einem konsequenten Tierschutz.","501",NA
"Wir können unsere Umwelt nur bewahren, indem wir die heutigen Industriegesellschaften nachhaltig verändern.","416",NA
"Ökologische Modernisierung und ökonomische Vernunft sind miteinander vereinbar, denn Umweltschutz schafft zusätzliche und dauerhaft sichere Arbeitsplätze.","416",NA
"Am 22. September 2002 entscheiden Sie: Entweder es gibt einen Rückfall in die alte Politik der ökologischen Blindheit.","305",NA
"Oder Sie stärken mit BÜNDNIS 90/DIE GRÜNEN eine konsequente Politik der ökologischen Modernisierung.","305",NA
"1.1. Lebenswerte Umwelt",NA,NA
"Umwelt- und Naturschutz steht im Mittelpunkt einer verantwortlichen Politik für mehr Lebensqualität, Generationengerechtigkeit und den Erhalt unserer natürlichen Lebensgrundlagen.","501",NA
"Für eine nachhaltige Entwicklung unseres Landes braucht es Anstrengungen in allen Politikfeldern.","416",NA
"Die auf unsere Initiative von der Bundesregierung erarbeitete nationale Nachhaltigkeitsstrategie wollen wir in den nächsten Jahren konsequent umsetzen und weiterentwickeln.","416",NA
"Hierzu bedarf es in allen Handlungsfeldern klarer Indikatoren und überprüfbarer Ziele:","303",NA
"Der Verbrauch natürlicher Ressourcen muss gesenkt werden.","501",NA
"Umweltfreundliches Verhalten wollen wir durch bessere Information, Umweltaudits und ökonomische Anreize für mehr ökologische Effizienz erleichtern.","416",NA
"Klima schützen: Weg von Öl, Kohle und Atom hin zu Sonne und Wind",NA,NA
"Klimaschutz ist die größte umweltpolitische Herausforderung unserer Zeit – gleichzeitig eine große Chance für Innovation und Arbeitsplätze.","501",NA
"Umweltfreundliche Technologien, die unser Klima schonen, werden dringend benötigt.","501",NA
"Wer national umweltfreundliche Technologien und Energien fördert, hat auch im Export die Nase vorn.","411",NA
"So wollen wir die Schaffung neuer Arbeitsplätze durch Klimaschutz weiter vorantreiben.","701",NA
"Denn die Herausforderung bleibt: Schon durch den heutigen Anteil der Klimagase in der Atmosphäre kommt es zu schwerwiegenden Klimaänderungen.","501",NA
"Der Temperaturanstieg ist messbar, der Meeresspiegel steigt, Wüsten breiten sich aus, Stürme und Überschwemmungen nehmen weltweit an Zahl und Heftigkeit zu.","501",NA
"Gleichzeitig verschärfen sich Konflikte um Rohstoffe, vor allem um Erdöl und Erdgas, mit der Ressourcenverknappung weiter.","105",NA
"Die weltweite Einführung Erneuerbarer Energien, ressourcenschonender und effizienzsteigender Techniken ist somit auch eine der wichtigsten Strategien für eine friedliche und global gerechte Welt.","106",NA
"Entschlossenes Handeln ist national und international gefragt.","305",NA
"BÜNDNIS 90/DIE GRÜNEN stehen dafür, dass das nationale Klimaschutzziel von 25 Prozent weniger CO2-Ausstoß bis 2005 gegenüber den Werten von 1990 weiter umgesetzt und fortentwickelt wird.","501",NA
"Im Rahmen der EU hat sich Deutschland verpflichtet, seine Emissionen bei allen relevanten Treibhausgasen bis 2012 um 21 Prozent zu reduzieren.","501",NA
"Wir sind von diesem Ziel nur noch ganze 2,3 Prozent entfernt.","501",NA
"Unser Ziel bis 2010 ist daher, alle Treibhausgase um mindestens ein Drittel zu senken.","501",NA
"Darüber hinaus braucht der Klimaschutz weitere intensive Anstrengungen.","501",NA
"Deshalb werden wir das nationale Klimaschutzprogramm weiterentwickeln und zusammen mit einer umweltgerechten Energie-, Verkehrs-, Abfall- und Agrarpolitik die Grundlage für die weitere Absenkung der Gase, die den Treibhauseffekt verursachen, legen.","501",NA
"Für die nächste Verpflichtung des Kyoto-Protokolls sind deutliche Minderungen der klimaschädlichen Emissionen nötig.","501",NA
"Wir werden uns dafür einsetzen, dass besonders die Industriestaaten, aber auch die Schwellenländer ihren Beitrag dazu leisten.","501",NA
"Deutschland und die Europäische Union müssen mit dem guten Beispiel einer anspruchsvollen Zielsetzung und wirksamer Instrumente vorangehen.","501",NA
"Eine wichtige Rolle spielt dabei die zügige Einführung des Emissionshandels.","501",NA
"Ziel muss es sein, dass Europa seinen Ausstoß bis 2020 um 20 Prozent senkt.","501",NA
"Wir wollen bis 2020 die CO2-Emissionen in Deutschland um 40 Prozent gegenüber 1990 senken.","501",NA
"Nur mit einer Politik, die uns systematisch von Kohle und Öl unabhängig macht und aus der Atomkraft aussteigt, erreichen wir diese Klimaschutzziele.","501",NA
"Unsere Alternative lautet: Energieeinsparung, Energieeffizienz und Erneuerbare Energien.","501",NA
"Wer unsere Lebensgrundlagen wirksam schützen will, darf nicht nur vom Klimaschutz reden, sondern muss auch handeln.","303",NA
"Wir wollen den in dieser Legislaturperiode begonnenen Kurs in eine solare Energieversorgung, eine ökologische Verkehrspolitik und der ökologischer Finanzreform fortsetzen, weiterentwickeln und das Tempo beschleunigen.","501",NA
"Umwelt schafft Arbeit",NA,NA
"Ökologie schafft wirtschaftliche Dynamik und Arbeitsplätze.","416",NA
"Die Energiewende ist das Paradebeispiel für das, was wir unter ökologischer Modernisierung verstehen.","416",NA
"Statt bestehende, umweltschädliche Strukturen fortzuführen, setzen wir auf innovative, umweltschonende Technologien.","416",NA
"Das ist wirtschaftlich sinnvoll, weil es den Unternehmen internationale Wettbewerbsvorteile sichert.","416",NA
"Das ist sozial, weil Hunderttausende neue und zukunftsfähige Arbeitsplätze entstehen.","701",NA
"Das ist ökologisch sinnvoll, weil wir unsere natürlichen Lebensgrundlagen erhalten.","416",NA
"Wir wollen die ökologischen Pioniermärkte weiterhin besetzen und ökologische Produkte auf dem Markt etablieren.","416",NA
"So schreiben wir mit grünen Ideen schwarze Zahlen.","416",NA
"Ein Land für die Sonne: Ausstieg aus der Atomenergie – Einstieg ins Solarzeitalter",NA,NA
"Mit der ersten grünen Regierungsbeteiligung im Bund haben wir die Energiewende eingeleitet.","305",NA
"Die Weichen sind gestellt für den Ausstieg aus der Atomenergie und den Einstieg ins Solarzeitalter.","501",NA
"Das Erneuerbare-Energien-Gesetz (EEG) und verschiedene Förderprogramme haben bei den regenerativen Energien einen Boom ausgelöst, Tausende neue Arbeitsplätze sind entstanden, und Deutschland ist nun Weltmeister bei der Windkraftnutzung.","416",NA
"Die Energieeinsparverordnung und das Förderprogramm Altbaumodernisierung erschließen die hohen Einsparpotenziale im Wohnungsbau.","416",NA
"Das Kraft-Wärme-Kopplungsgesetz (KWK) fördert die Effizienz.","416",NA
"Klare gesetzliche Regelungen und finanzielle Anreize sollen bei Industrie und Gewerbe für einen effizienten und sparsamen Umgang mit Energie sorgen.","416",NA
"Gefördert werden sollen auch energiesparende Haushaltsgeräte und innovative Bautechnologien genauso wie Energieeinsparung in Mittelstand und Handwerk.","416",NA
"Auch die Forschung für Erneuerbare Energien und Energieeinsparung muss verstärkt werden.","411",NA
"Vor uns liegt eine neue Herausforderung: Die Hälfte der Kraftwerkskapazitäten muss in den nächsten 10 – 15 Jahren ersetzt werden.","411",NA
"Nur mit uns gibt es eine weitere Offensive für die Zukunft: Die energiepolitischen Instrumente – wie das Energieeinspeisegesetz, das Kraft-Wärme- Koppelungs-Gesetz und die Energieeinsparverordnung - werden wir sachkundig und engagiert verbessern und weiterentwickeln.","411",NA
"In der nächsten Legislaturperiode sollen erste Offshore-Windparks ans Netz gehen.","411",NA
"Alle Erneuerbare Energien, Sonne, Wind, Wasser, Biomasse und Erdwärme sollen gefördert werden.","416",NA
"Dazu gehört auch die Herstellung von Treibstoffen aus Biomasse.","416",NA
"Und wir wollen den Marktdurchbruch für die Brennstoffzelle.","416",NA
"Eine ökologische europäische Politik benötigt eine ausgewogene zukunftsorientierte Energiepolitik.","404",NA
"Die althergebrachten Subventionsmechanismen über EGKS [Europäische Gemeinschaft für Kohle und Stahl] für Kohle und EURATOM [Europäische Atomgemeinschaft] für Atom müssen abgebaut und durch Mechanismen zur Förderung von Erneuerbaren Energien und zu effizientem Energieverbrauch abgelöst werden.","416",NA
"Durch eine Exportoffensive für Erneuerbare Energien sollen diese jungen Branchen ein neues Standbein bekommen.","406",NA
"Zusammen mit der Kraft-Wärme-Kopplung stärkt das eine dezentrale Energieversorgung.","404",NA
"Ein fließender Übergang vom atomaren und fossilen ins solare Zeitalter wird so möglich.","501",NA
"Dabei gewinnen die kleinen Akteure; Landwirte werden zu Energiewirten, und die Wertschöpfung verbleibt in den Regionen.","703",NA
"CDU/CSU und FDP wollen den eingeleiteten Atomausstieg rückgängig machen.","305",NA
"Nur mit BÜNDNIS 90/DIE GRÜNEN wird der Ausstieg aus der Atomkraft innerhalb der gesetzlichen Regelungen beschleunigt zu werden ab 2003 die ersten Kraftwerke abgeschaltet.","501",NA
"Nur mit den Grünen wird es den Ausstieg aus der Wiederaufarbeitung 2005 geben.","501",NA
"Nur mit uns wird der Stopp innerdeutscher Atomtransporte nach Ahaus und Gorleben umgesetzt.","501",NA
"Für den vorhandenen Atommüll brauchen wir ein verantwortliches nationales Entsorgungskonzept.","501",NA
"Im Mittelpunkt steht für uns die Suche nach einem neuen, relativ besten Endlager in tiefen geologischen Formationen.","501",NA
"Die Schaffung von Tatsachen wie der Inbetriebnahme von Schacht Konrad oder eine Wiederaufnahme von Erkundungen in Gorleben vor Abschluss eines solchen Verfahrens lehnen wir entschieden ab.","303",NA
"Für Stillegungsverfahren von Endlagern fordern wir eine umfassende Öffentlichkeitsbeteiligung und eine Offenlegung aller sicherheitsrelevanten technischen Unterlagen.","202",NA
"In der nächsten Legislaturperiode werden wir diese Suche auf der Grundlage von wissenschaftlichen Sicherheitskriterien und in einem von Beginn an transparenten Verfahren einleiten.","303",NA
"Ein Verschieben des Atommüllproblems in andere Länder und auf kommende Generationen lehnen wir ab.","606",NA
"Für die Entsorgungsrückstellungen der Atomindustrie wollen wir eine Regelung, die sicherstellt, dass sie für die zugedachten Aufgaben zur Verfügung stehen.","303",NA
"BÜNDNIS 90/DIE GRÜNEN sowie die Umwelt- und Anti-Atom-Bewegung haben immer darauf hingewiesen, dass Atomkraftwerke und Zwischenlager nur unzureichend gegen Flugzeugabstürze gesichert sind.","501",NA
"Nach den Terroranschlägen vom 11.09.2001 kann das Szenario eines Flugzeugabsturzes auf ein Atomkraftwerk nicht mehr als vernachlässigbares Restrisiko abgetan werden.","501",NA
"BÜNDNIS 90/DIE GRÜNEN schlagen vor, Atomkraftwerke, die älterer oder unsicherer Bauart sind, schneller als geplant abzuschalten.","501",NA
"Und nur mit BÜNDNIS 90/DIE GRÜNEN ist eine kohärente Umsetzung des Atomausstiegs auch im Bereich der Außenwirtschaftsförderung möglich.","501",NA
"Städte und Regionen nachhaltig entwickeln",NA,NA
"Wir wollen die Entwicklung unserer Städte und Regionen ökologisch und nachhaltig gestalten.","416",NA
"Städte und Regionen wollen wir als vitale Wohn-, Lebens- und Wirtschaftsstandorte stärken","410",NA
"und Flächenverbrauch eindämmen.","501",NA
"Innenentwicklung hat Vorrang vor Außenentwicklung.","501",NA
"In der nächsten Wahlperiode werden wir weitere Schritte unternehmen, damit Wohnen bezahlbar bleibt","503",NA
"und die Lebensqualität in den Städten und Siedlungsräumen verbessert wird.","411",NA
"Die Städte müssen als Wohnort wieder attraktiver und kinderfreundlicher werden, um der Stadtflucht junger Familien entgegenzuwirken.","603",NA
"Mit der Reform der Eigenheimzulage wollen wir die Eigentumsbildung im Siedlungsbestand deutlich besser stellen","501",NA
"die Neubauförderung regional differenzieren","301",NA
", und neue Wohnungsgenossenschaften verstärkt fördern.","504",NA
"Die anstehende Planungsrechtsnovelle und die Reform der Grundsteuer müssen Anreize zum sparsamen Umgang mit Boden geben","501",NA
"und Baupotenziale im Siedlungsbestand mobilisieren.","501",NA
"Brachen und Recyclingflächen sollen vorrangig nutzbar gemacht werden.","501",NA
"Darum setzen wir uns für eine bundespolitische Initiative zur Eindämmung des Flächenverbrauchs ein.","501",NA
"Wir setzen uns ein für eine Stärkung der Regionen und für eine eigenständige regionale Finanz- und Planungshoheit.","301",NA
"So sollen umweltgerechte Verkehrsentwicklungsplanungen und an Zielen der Region orientierte Siedlungs- und Freiraumentwicklungen gefördert werden.","501",NA
"Den notwendigen Strukturwandel in Ostdeutschland wollen wir aktiv gestalten.","404",NA
"Mit dem Programm „Stadtumbau Ost“ haben wir im Jahr 2002 die Initiative dazu ergriffen.","404",NA
"Wir wollen dieses Programm in enger Zusammenarbeit mit den ostdeutschen Ländern, den Kommunen und der Wohnungswirtschaft weiterentwickeln.","404",NA
"Die sozialen und ökonomischen Probleme und beginnender Leerstand in einigen westdeutschen Städten und Regionen erfordern aber auch hier neue Konzepte für den Stadtumbau.","411",NA
"Die Qualität des Wohnens und der Wohnumgebung muss in vielen Stadtteilen und Siedlungen verbessert werden – für Kinder ebenso wie für die älter werdende Stadtgesellschaft.","706",NA
"Dazu gehören schadstofffreie Wohnungen, attraktive Grün- und Freiflächen, weniger Lärm und Unfallgefahren, bessere Schulen, Spiel- und Sportangebote und wohnungsnahe Dienstleistungen.","502",NA
"Bei der Planung von Wohnungen und Wohnumfeld sind veränderte Familienverhältnisse und Haushaltsformen ebenso zu berücksichtigen","604",NA
"wie die Lebens- und Arbeitsweise von Familien und Frauen.","604",NA
"Die Wohnungs- und Städtebauförderung und das von der rot-grünen Regierung aufgelegte Bund-Länder-Programm „Soziale Stadt“ soll auf hohem Niveau fortgesetzt werden.","404",NA
"Arbeitsmarkt-, Wirtschafts-, Sozial-, Kultur-, Wohnungs- und Städtebaupolitik müssen dabei ressortübergreifend zusammengeführt werden.","303",NA
"Verkehrswende: Grüne Welle für Bus und Bahn",NA,NA
"Wir wollen das Mobilitätsbedürfnis von Frauen, Männern und Kindern umwelt- und fahrgastfreundlich gestalten.","411",NA
"Viele Menschen sind beruflich auf Mobilität angewiesen und wollen privat nicht auf die Freiheiten eines leistungsfähigen Verkehrssystems verzichten.","411",NA
"Gleichzeitig wird der Verkehr einen entscheidenden Beitrag zum Ressourcen- und Klimaschutz leisten müssen.","411",NA
"Dabei setzen wir auf die Kombination von Verkehrsvermeidung, Verkehrsverlagerung von der Straße auf Bus, Bahn und Rad sowie auf weniger umweltschädigende Antriebe für Autos und deren intelligente Nutzung im Car Sharing.","411",NA
"Mobilität braucht Angebotsvielfalt – von der Einkaufsmöglichkeit um die Ecke bis zu fließenden Übergängen zwischen den Verkehrsmitteln.","411",NA
"Deswegen treten wir für eine Stärkung des Umweltverbundes von Bahn, öffentlichem Nahverkehr, Taxi, Fahrrad und Fußgängerinnen und Fußgängern ein.","411",NA
"Das Potenzial von Straßen- bzw. Stadtbahnen als kostengünstiges und sehr leistungsfähiges Verkehrsmittel wollen wir nutzen.","411",NA
"Mehr Sicherheit im Straßenverkehr ist auch eine wichtige Voraussetzung für eine kinderfreundliche Gesellschaft.","411",NA
"Mit der Angleichung der Bundesmittel für Straßen- und Schienenbau haben wir einen wichtigen Schritt in Richtung Chancengleichheit für die Bahn getan.","411",NA
"Diese Weichenstellungen werden wir mit Nachdruck fortsetzen.","411",NA
"Für den Einsatz der Mittel im Verkehrsbereich muss insgesamt gelten: Sanierung des Bestands bzw. Ausbau geht vor Neubau.","411",NA
"Der Schutz der Umwelt, vor allem der wenigen noch unzerschnittenen Naturräume, muss bei allen Entscheidungen, auch bei grenzüberschreitenden/europäischen Projekten, ein zentrales Kriterium sein.","501",NA
"In diesem Sinn wollen wir den Bundesverkehrswegeplan ausrichten,","501",NA
"die Schiene stärken","501",NA
"und die Bürgerbeteiligung ausbauen.","202",NA
"Subventionen jeglicher Art für Großprojekte dürfen nicht zu Wettbewerbsverzerrungen für ökologisch sinnvolle Verkehrsträger führen.","411",NA
"Bahnfahren muss billiger werden.","411",NA
"Deshalb wollen wir wie im Nahverkehr auch im Fernverkehr den Mehrwertsteuersatz halbieren.","411",NA
"Das senkt den Fahrpreis und bringt mehr Verkehr auf die Schiene.","411",NA
"Wir erwarten von der Deutschen Bahn, dass sich die von uns durchgesetzte neue Prioritätensetzung zugunsten der Schiene in mehr Kundenfreundlichkeit und einem Bekenntnis zum Erhalt der Bahn auch in der Fläche niederschlägt.","411",NA
"Die Bahn darf sich nicht nur als Verkehrssystem verstehen, das die großen Städte verbindet.","411",NA
"Auf die Anbindung der Region kommt es an – sowohl beim Personen- als auch beim Güterverkehr.","411",NA
"Wir wollen der Bahn Dampf machen und die Struktur so verändern, dass echter Wettbewerb auch auf der Schiene möglich wird.","403",NA
"Durch die Einführung der LKW-Maut wollen wir die Verlagerung von Gütertransporten auf die Bahn fördern und die Straßen entlasten.","411",NA
"Mit dem Beschluss zum behutsamen Ausbau der Donau haben wir gezeigt, dass sich die Verlagerung von Güterverkehr auf die Binnenschifffahrt im Einklang mit der Umwelt gestalten lässt.","411",NA
"Diesen Weg wollen wir u.a. an Elbe und Havel fortsetzen.","411",NA
"Dabei gilt der Grundsatz, die Schiffe an die konkreten Transportbedürfnisse und an die Ökologie der Flüsse anzupassen und nicht umgekehrt.","411",NA
"Auch in der nächsten Legislaturperiode wollen wir die umweltfreundlichen Verkehrsträger und den intelligenten Verbund der verschiedenen Verkehrsmittel stärken.","411",NA
"Im Straßenverkehr wollen wir schärfere Abgasstandards, vor allem beim Diesel, und Abbau der Lärmbelastungen an Straße und Schiene durchsetzen.","501",NA
"Für Diesel-PKW muss wie für LKWs der Partikel-Filter die Regel werden.","501",NA
"Die Fortschritte bei der Luftreinhaltung und bei der Senkung des Flottenverbrauchs z. B. durch die Durchsetzung des schwefelfreien Kraftstoffs wollen wir weiter ausbauen.","501",NA
"Dazu gehört ein Aktionsprogramm zur Förderung des Drei-Liter-Autos, erdgasbetriebener Fahrzeuge, der neuen Technologie Brennstoffzelle und des solaren Wasserstoffes.","411",NA
"Mit der Umsetzung des in dieser Legislaturperiode erarbeiteten „Masterplan Fahrrad“ werden wir die Stellung des Verkehrsmittels Fahrrad deutlich stärken.","411",NA
"Unser Ziel ist es, den Anteil des Radverkehrs bis 2010 zu verdoppeln.","411",NA
"Kinder brauchen Vorrang: Verkehrsregeln und -planungen müssen sich an ihren Bedürfnissen orientieren.","706",NA
"Tempolimits auf Autobahnen, Bundes- und Landesstraßen sowie Tempo 30-Zonen in Wohngebieten leisten einen wesentlichen Beitrag, Unfallzahlen und Emissionen zu verringern.","411",NA
"Durch eine Änderung der Straßenverkehrsordnung wollen wir Inline-Skatern eigenständige Rechte zuschreiben.","411",NA
"Das für die Gesundheit wichtige Gehen soll durch sichere, attraktive Fußwege gefördert werden.","411",NA
"Zur Bekämpfung des Lärms an Straßen, Schienen und Flughäfen wollen wir wirksame, den Erkenntnissen der Lärmwirkungsforschung entsprechende Flug- und Verkehrslärmgesetze.","411",NA
"Für Flughäfen wollen wir Nachtflugverbote.","411",NA
"Wir setzen uns ein für verstärkte Programme zur Lärmsanierung sowohl an Verkehrswegen als auch an den Fahrzeugen.","411",NA
"Den innerdeutschen Flugverkehr wollen wir mittel und langfristig weitgehend auf umweltverträgliche Verkehrsmittel verlagern.","411",NA
"Vom öffentlich geförderten Verkehr auf Straße und Schiene erwarten wir, dass er die Lärmminderung durch den Einsatz der heute verfügbaren Technik schon vor neuen gesetzlichen Maßnahmen als seine Verpflichtung begreift.","411",NA
"Wir setzen uns dafür ein, dass bei Ausschreibungen von Verkehrsleistungen ambitionierte Lärm- und Abgasstandards zwingend vorgegeben werden.","411",NA
"Der weiter stark anwachsende Flugverkehr wird immer mehr zu einer der größten weltweiten Klimabelastungen.","501",NA
"Wir wollen durch Verbesserung der Bahnangebote, intelligente Kooperation der Flughäfen, die Möglichkeiten globaler Informationsvernetzung und die Förderung von umweltverträglichem Tourismus ökologisch umsteuern.","501",NA
