"text","cmp_code","eu_code"
"Die Steuer wird auf Antrag auf die persönliche Einkommensteuerschuld angerechnet.","303",NA
"Voraussetzung und Folge der Gleichbehandlung aller Einkunftsarten ist der Wegfall der Gewerbesteuer.","303",NA
"Sie ist eine Sonderbelastung für eine immer geringere Zahl deutscher Unternehmen und im internationalen Vergleich ein Wettbewerbsnachteil.","408",NA
"Der Wegfall der Gewerbesteuer muss einhergehen mit einer umfassenden Reform der Gemeindefinanzen.","303",NA
"Die Gemeinden können mit einem eigenen Hebesatzrecht einen Zuschlag auf die zuvor gesenkte Einkommen- und Körperschaftsteuer erheben.","301",NA
"Zusammen mit einem höheren Anteil an der Umsatzsteuer erhalten sie eine ergiebige und planbare Finanzausstattung.","301",NA
"Für die Alterseinkünfte wird die nachgelagerte Besteuerung schrittweise eingeführt.","303",NA
"Soweit Beiträge zur gesetzlichen und privaten Altersvorsorge steuerlich abzugsfähig sind, müssen daraus resultierende Alterseinkünfte beim Zufluss versteuert werden.","303",NA
"Das Einkommensteuerrecht wird im Übrigen durch den Wegfall von Sondertatbeständen, Steuerbefreiungen und Steuervergünstigungen vereinfacht.","303",NA
"„Steuern mit Steuern'' soll es künftig nicht mehr geben.","303",NA
"Staatliche Förderung bestimmter Zwecke ist nur noch durch direkte Zahlungen möglich.","303",NA
"Das schafft mehr Transparenz und zwingt Leistungsempfänger und Staat laufend zur Rechtfertigung der Fördermaßnahme.","303",NA
"Ein so vereinfachtes Einkommensteuerrecht führt zu einer gerechten und damit akzeptablen Belastung.","303",NA
"Die Bürger können wieder mehr Eigenverantwortung übernehmen.","505",NA
"Unternehmen erhalten neuen finanziellen Spielraum für Investitionen und die Schaffung von Arbeitsplätzen.","401",NA
"Die Steuererhöhungen mit dem Etikett Ökosteuer sind unsozial und ungerecht.","503",NA
"Sie müssen rückgängig gemacht werden.","305",NA
"Sie haben weder positive Umwelteffekte erzielt noch die Lohnnebenkosten gesenkt.","305",NA
"Im Rahmen einer umfassenden Rentenreform werden die mit der Ökosteuer finanzierten Zuschüsse des Staates zur Rentenversicherung und damit auch die Ökosteuern zurückgeführt.","305",NA
"Darüber hinaus soll nicht mehr das Halten eines Autos besteuert werden, sondern nur noch der Betrieb.","303",NA
"Aus diesem Grund entfällt die KfZ-Steuer.","303",NA
"Sie wird auf die Mineralölsteuer umgelegt.","303",NA
"Die bisher nur ausgesetzte Vermögensteuer wird endgültig abgeschafft.","704",NA
"Unternehmen müssten sie aus der Substanz finanzieren, Bürger aus bereits versteuertem Einkommen.","503",NA
"Die Erbschaftsteuer auf Betriebsvermögen wird entsprechend dem britischen Modell neu geregelt.","402",NA
"Im Erbfall wird die Erbschaftssteuer festgesetzt und dann auf 10 Jahre gestundet.","402",NA
"Pro Jahr der Fortführung des Betriebes durch die Erben wird die Erbschaftsteuer um ein Zehntel erlassen.","402",NA
"Die Besteuerung des Trinkgeldes","701",NA
"und die Bauabzugsteuer werden abgeschafft.","402",NA
"Der Staat muss sich aus vielen Bereichen zurückziehen, in denen er heute kostenträchtig tätig ist.","401",NA
"Wer deutlich weniger Steuern bezahlen möchte, kann nicht in jeder Situation nach dem Staat rufen, er muss mehr Eigenverantwortung übernehmen.","505",NA
"Ein neues einfaches Steuerrecht mit einer maßvollen und gerechten Belastung für alle setzt voraus, dass Steuervergünstigungen, Finanzhilfen und Subventionen umfassend abgebaut werden.","401",NA
"Unterm Strich profitieren alle: Die Bürger haben mehr Geld zur Verfügung.","408",NA
"Die Unternehmen erhalten neuen Spielraum für Investitionen.","402",NA
"Mehr Dynamik in der Wirtschaft sorgt für Wachstum und Beschäftigung.","410",NA
"Und: Ein schlanker Staat lebt gesünder und ist nicht mehr anfällig für blaue Briefe aus Brüssel.","414",NA
"II. Arbeitsplätze schaffen statt Arbeitslosigkeit verwalten",NA,NA
"Der deutsche Arbeitsmarkt leidet unter zu geringem wirtschaftlichen Wachstum,","410",NA
"unter strukturellen Defiziten","303",NA
"und seiner Inflexibilität.","408",NA
"Etwa 50 Mrd. Euro werden insgesamt für Arbeitslosengeld, Arbeitslosenhilfe und arbeitsmarktpolitisch motivierte Frühverrentungen aufgewandt, ohne dass dies zu einer Wende auf dem Arbeitsmarkt geführt hätte.","505",NA
"Diese hohen Ausgaben haben starke Steuer- und insbesondere Beitragsbelastungen zur Folge, die ihrerseits die Beschäftigungsdynamik einschnüren.","505",NA
"Dieser Teufelskreis kann und muss durchbrochen werden.","505",NA
"Die FDP will Beschäftigung im ersten Arbeitsmarkt.","408",NA
"Die arbeitsmarktpolitischen Maßnahmen sind dringend auf Umfang, Wirksamkeit und Effizienz zu durchforsten, denn sinnvolle Arbeitsmarktpolitik muss dazu beitragen, mit möglichst geringem Mitteleinsatz Arbeitslosigkeit zu vermeiden oder möglichst rasch zu beenden.","303",NA
"Die FDP fordert daher, die Arbeitsmarktpolitik mit dem Ziel der Erleichterung von Neueinstellungen grundlegend zu reformieren.","701",NA
"In der Arbeitslosenversicherung muss wieder ein strengeres Versicherungsprinzip zur Geltung kommen.","505",NA
"Die aktive Arbeitsmarktpolitik, z. B. Arbeitsbeschaffungsmaßnahmen, die häufig in Konkurrenz zu kleinen und mittelständischen Privatunternehmen tritt, muss entschlossen gestrafft werden.","505",NA
"Versicherungsfremde Leistungen, wie die Kosten für die Fortsetzung des Sofortprogramms zum Abbau der Jugendarbeitslosigkeit sowie die in den Haushalt der Bundesanstalt verschobenen arbeitsmarktpolitischen Programme müssen bezüglich ihrer Notwendigkeit überprüft und gegebe- nenfalls reduziert werden.","505",NA
"Die verbleibenden Programme müssen aus dem Bundeshaushalt finanziert werden.","303",NA
"Dadurch wird eine Senkung der Beiträge zur Arbeitslosenversicherung von heute 6,5 % auf 4,5 % ermöglicht.","701",NA
"Die Vermittlung und Beratung von Arbeitsuchenden muss neu organisiert und soweit wie möglich privatisiert werden.","303",NA
"Die Kompetenzen für die Bereiche Arbeitsmarkt und Arbeitsrecht sind in das Bundeswirtschaftsministerium zu verlagern, um eine bessere Abstimmung der arbeitsmarktpolitischen Gesetzgebung auf die ökonomischen Notwendigkeiten zu erreichen.","303",NA
"Mittelfristig sollte die Bundesanstalt für Arbeit in eine reine Versicherungsanstalt umgewandelt werden, die auch Vermittlungsgutscheine ausgibt.","303",NA
"Die Arbeitsmarktpolitik hingegen wird durch eine nachgeordnete Bundesbehörde durchgeführt, da arbeitsmarktpolitische Maßnahmen als allgemein sozialpolitische Leistungen ohnehin stärker aus dem Steuerhaushalt zu vergeben und zu kontrollieren sind.","303",NA
"Die 10 Landesarbeitsämter sind abzuschaffen.","303",NA
"Der Wettbewerb zwischen privaten und staatlichen Arbeitsvermittlern muss stärker gefördert werden.","401",NA
"Arbeitslose erhalten Vermittlungsgutscheine, die mit marktüblichen Preisen ausgestattet werden und die vermittlungshemmende und -fördernde Merkmale wie Qualifikation, Alter und Gesundheit berücksichtigen.","401",NA
"Damit können sie einen Arbeitsvermittler ihres Vertrauens beauftragen.","401",NA
"Sie gelten für private und für staatliche Vermittler, so dass es einen echten Wettbewerb gibt.","401",NA
"Vermittler bei der Bundesanstalt für Arbeit sind erfolgsabhängig zu bezahlen.","303",NA
"Beim Arbeitslosengeld muss die Anspruchsdauer wieder auf grundsätzlich 12 Monate festgesetzt werden, um den Anreiz zur Arbeitsaufnahme zu erhöhen,","505",NA
"hinsichtlich älterer Arbeitsloser muss eine angemessene Rückführung der Bezugsdauer geprüft werden.","505",NA
"Jeder Arbeitslose sollte verpflichtet sein, mit seinem Arbeitsamt laufenden Kontakt zu halten, denn nur so wird seine intensive und effektive Vermittlung und Betreuung durch das Arbeitsamt gewährleistet.","702",NA
"Alle Maßnahmen müssen den Betroffenen bereits von Beginn der Arbeitslosigkeit an zur Verfügung stehen.","701",NA
"Förderungsmaßnahmen hängen vom individuellen Arbeitsuchenden ab und müssen möglichst frühzeitig aus allen zur Verfügung stehenden Möglichkeiten ausgewählt werden können.","701",NA
"Priorität sollten dabei nach dem Vorrang der Vermittlung die berufliche Weiterbildung,","411",NA
"die Förderung der Selbstständigkeit mit qualifizierter Beratung","402",NA
"sowie das Probearbeitsverhältnis mit befristetem Einarbeitungszuschuss haben.","504",NA
"Während der Elternzeit muss die Möglichkeit bestehen, Qualifizierungsmaßnahmen über das Arbeitsamt wahrzunehmen.","701",NA
"Das Kündigungsschutzgesetz muss gelockert werden, sodass es Neueinstellungen erleichtert statt diese zu verhindern.","702",NA
"Seine heutige Form ist ein Einstellungshemmnis und verfehlt zugleich seine soziale Schutzfunktion, da es nur zu einer Vielzahl von Arbeitsgerichtsprozessen führt, die in der Regel nicht den Arbeitsplatz erhalten, sondern ohnehin in Abfindungsregelungen münden.","702",NA
"Das Kündigungsschutzgesetz sollte daher erst ab der Betriebsgröße von 20 Mitarbeitern gelten und erst zwei Jahre nach Beginn des Arbeitsverhältnisses einsetzen.","702",NA
"Zudem muss den Arbeitnehmern mehr Spielraum eingeräumt werden, welche Form des Kündigungsschutzes sie wollen.","701",NA
"Daher sollten Arbeitnehmer und Arbeitgeber statt des Kündigungsschutzes eine Abfindungszahlung für den Fall der Kündigung vereinbaren können oder der Arbeitgeber sich zur Finanzierung einer Weiterqualifizierungsmaßnahme verpflichten.","701",NA
"Im übrigen soll die Sozialauswahl bei betriebsbedingten Kündigungen nur nach den drei Kriterien Alter, Dauer der Betriebszugehörigkeit und Unterhaltsverpflichtungen erfolgen.","408",NA
"Besonders qualifizierte Mitarbeiter sollen aus der Sozialauswahl ausgenommen werden können.","704",NA
"Es ist zu prüfen, ob Sondervorschriften für Menschen mit Behinderungen diesen die Annahme eines Arbeitsplatzes erleichtern oder eher erschweren.","705",NA
"Manche Vorschriften, die im tatsächlichen oder vermeintlichen Interesse von Frauen eingeführt wurden oder faktisch fast nur auf weibliche Arbeitnehmer Anwendung finden, verkehren sich auf dem Arbeitsmarkt zu Beschäftigungshemmnissen für Frauen.","706",NA
"Ziel muss es sein, solche rechtlichen Schranken dort abzubauen, wo sie Frauen schaden statt nutzen.","706",NA
"Dazu müssen Schutzvorschriften und besondere Ansprüche kritisch überprüft und im Ergebnis gegebenenfalls auch gestrichen werden.","706",NA
"Das Arbeitnehmerüberlassungsgesetz muss liberalisiert werden.","702",NA
"Die Zeitarbeit ist dem Baubereich zu öffnen.","702",NA
"Das Synchronisationsverbot ist aufzuheben.","702",NA
"Die verschärfte Tarifbindung im zweiten Beschäftigungsjahr ist zurück zu nehmen.","702",NA
"Die Befristung von Arbeitsverträgen muss durch Abschaffung des Verbots eines wiederholten Abschlusses eines befristeten Arbeitsvertrages und die Ausdehnung der Befristung auf 4 Jahre erleichtert werden.","702",NA
"Der einseitige Rechtsanspruch auf Teilzeitarbeit, der gerade für Frauen ein Einstellungshemmnis darstellt, ist zurückzunehmen.","702",NA
"Mit dem pauschal besteuerten, sozialversicherungsfreien 630-Euro-Job - und damit auf dem doppelten Niveau der früheren 630 DM-Jobs - soll die Möglichkeit geringfügiger Beschäftigungsverhältnisse wieder eingeführt werden.","701",NA
"Die großflächige Vernichtung von Arbeitsplätzen und sozialen Chancen durch starre, betriebsferne Flächentarife muss gestoppt werden.","401",NA
"Der Flächentarifvertrag, der die Arbeitsverhältnisse bis ins Detail bundeseinheitlich regelt, hat ausgedient.","401",NA
"Die Tarifparteien sollen sich darauf beschränken, Rahmenbedingungen zu setzen.","401",NA
"Innerhalb dieses Rahmens wird die Entscheidung insbesondere über das Arbeitsentgelt und die Arbeitszeit auf die betriebliche Ebene verlagert, auf Vereinbarungen zwischen dem Unternehmen und den Mitarbeitern bzw. den gewählten Belegschaftsvertretungen.","401",NA
"Nur sie, die Partner im Einzelbetrieb, kennen seine wirtschaftliche Lage und seine speziellen Anforderungen.","701",NA
"Nur sie können hierauf flexibel und individuell reagieren.","701",NA
"Durch entsprechende Änderung des Tarifvertragsgesetzes und des Betriebsverfassungsgesetzes ist diese neue Form der Tarifverträge gesetzlich abzusichern.","303",NA
"Die Allgemeinverbindlichkeit von Tarifverträgen ist abzuschaffen.","401",NA
"Die Nachwirkung von Entgelttarifverträgen bei Ausscheiden aus dem Arbeitgeberverband ist zu begrenzen.","401",NA
"Das Günstigkeitsprinzip in § 4 Abs. 3 Tarifvertragsgesetz muss dahin gehend geändert werden, dass künftig auch ein geringerer Lohn oder eine längere Arbeitszeit für den Erhalt des Arbeitsplatzes günstiger sein kann, wenn hierdurch der Arbeitsplatz gesichert wird und dem 75 % der abstimmenden Mitarbeiter des Unternehmens zugestimmt haben.","701",NA
"In Fällen der Krise eines Unternehmens ist der Fortbestand und damit der Erhalt von Arbeitsplätzen oft nur möglich, wenn ein Erwerber das Unternehmen zu Bedingungen übernehmen kann, die den Fortbestand des Unternehmens in seiner Hand gewährleisten.","702",NA
"Deswegen setzt sich die FDP dafür ein, dass die Regelung des § 613a BGB zum Betriebsübergang im Falle der drohenden Insolvenz eines Unternehmens dahingehend geändert werden soll, dass der Betriebsveräußerer oder Betriebserwerber Arbeitsbedingungen, die durch Tarifvertrag, Betriebsvereinbarung oder Arbeitsvertrag gelten, ändern darf, um den Fortbestand des Betriebes zu sichern.","702",NA
"In der Insolvenz eines Unternehmens soll § 613a BGB keine Anwendung mehr finden.","303",NA
"Die Sperrwirkung des § 77 Abs. 3 Betriebsverfassungsgesetz, der vom Tarifvertrag abweichende Betriebsvereinbarungen bislang untersagt, ist zu ändern.","401",NA
"Vereinbarungen auf betrieblicher Ebene zwischen Unternehmen und Belegschaftsvertretung, die freiwillig geschlossen werden und der 75 % der abstimmenden Mitarbeiter zugestimmt haben, sollten möglich sein.","401",NA
"Alle arbeitsmarktpolitischen Programme müssen nach den Prinzipien der Wirtschaftlichkeit und Effizienz öffentlich ausgeschrieben werden.","303",NA
"Projektträger müssen zukünftig im Wettbewerb stehen.","303",NA
"Durch ständige Leistungsvergleiche sollte der Qualitätswettbewerb zusätzlich verstärkt werden.","303",NA
"Arbeitslose sollen über Qualifizierungsgutscheine die Möglichkeit haben, als Nachfrager aufzutreten und damit den Wettbewerb zwischen den Anbietern zu stärken.","701",NA
"Die FDP lehnt Tariftreueregelungen bei der öffentlichen Auftragvergabe ab.","702",NA
"Dadurch wird den kleinen und mittelständischen Unternehmen gerade in den neuen Ländern die Möglichkeit genommen, aufgrund ihrer betrieblichen Kostensituation ein freies Angebot zu kalkulieren.","402",NA
"Sie verlieren damit ihre Konkurrenzfähigkeit, weil sie dadurch auch bei öffentlichen Ausschreibungen benachteiligt sind.","402",NA
"Die öffentlich subventionierte, unfaire Konkurrenz für mittelständische Unternehmen und Existenzgründer durch Arbeitsbeschaffungsmaßnahmen und Strukturanpassungsmaßnahmen, etwa im Bereich des Garten- und Landschaftsbaus, des Handwerks und der Bauwirtschaft, muss deutlich eingeschränkt werden.","401",NA
"Vorhandene Anbieter werden durch die mit öffentlichen Geldern subventionierten Anbieter aus dem Markt gedrängt und private Arbeitsplätze gehen verloren.","401",NA
"Die Möglichkeit, durch die bloße Teilnahme an diesen Maßnahmen den Anspruch auf Arbeitslosengeld aufzubauen bzw. zu erneuern, muss ebenfalls abgeschafft werden.","505",NA
"Die Höhe der Bezahlung darf sich nicht mehr wie bisher üblich an den tariflichen Löhnen ausrichten, sondern muss sich am ansonsten bestehenden Transferanspruch orientieren, um so den Anreiz zur Suche und Aufnahme einer regulären Beschäftigung zu stärken.","505",NA
"Es ist Ziel der Liberalen, besonders jungen Menschen ein Angebot zur Beschäftigung zu machen.","705",NA
"Dies sollte von einem individuellen Fallmanagement durch private Agenturen begleitet werden.","705",NA
"III. Bürgergeld-Anreize für neue Arbeitsplätze",NA,NA
"Die Beschäftigungspolitik muss sich auch den Auswirkungen der Globalisierung auf den Arbeitsmarkt stellen.","408",NA
"Während für Arbeitsplätze mit hohen Qualifikationsanforderungen Arbeitskräfte fehlen, werden Arbeitsplätze mit geringen Qualifikationsanforderungen im Hochlohn-Land Deutschland weiter abgebaut, nicht nur in Sektoren der Wirtschaft, die im internationalen Wettbewerb stehen.","408",NA
"Zugleich werden durch den technologischen Wandel vorhandene alte Qualifikationen entwertet.","411",NA
"Es kommt daher darauf an, produktivitätsorientierte Löhne zuzulassen","702",NA
"und gleichzeitig ein Abgleiten in Armut zu verhindern.","503",NA
"Das heutige Transfer-System ist dazu nicht in der Lage.","303",NA
"Für viele arbeitsfähige Sozialhilfeempfänger lohnt es sich nicht, eine Arbeit anzunehmen, weil gerade bei niedrigem Einkommen der Lohnabstand zu gering ist.","701",NA
"Das Niveau der steuerfinanzierten Sozialleistungen und die weitgehende Vollanrechnung von Erwerbseinkommen auf die Sozialhilfe lassen es für den Betroffenen unattraktiv werden, Arbeit zu niedrigen Löhnen anzunehmen.","505",NA
"Um einem arbeitsfähigen Sozialhilfeempfänger größere Anreize zu geben, Arbeit aufzunehmen und in das Erwerbsleben zurückzukehren, müssen die Freibeträge erhöht werden, die Anrechnungssätze langsamer ansteigen und der Eingangssteuersatz auf 15 Prozent gesenkt werden.","504",NA
"Notwendig ist ein Transfer-System, das auch im Niedriglohn-Sektor Arbeitsanreize erhält und Brücken in neue Beschäftigung baut.","701",NA
"Das von der FDP vorgeschlagene Bürgergeld baut solche Brücken besser als alle bisher versuchten KombilohnModelle.","305",NA
"Durch die beim Bürgergeld nur teilweise Anrechnung von Erwerbseinkommen auf Sozialleistungen können trotz niedrigen Lohnes oder geringer Stundenzahl bisher arbeitslose Leistungsempfänger ihr Auskommen sichern und gegenüber der Nicht-Erwerbsfähigkeit verbessern.","505",NA
"Um das Bürgergeld-System, das gerade geringer qualifizierten, aber leistungswilligen Menschen hilft, finanzierbar zu machen, schlägt die FDP vor, die Anrechnungssätze von Erwerbseinkommen auf die Sozialleistungen progressiv zu gestalten.","505",NA
"Für Menschen mit Behinderungen bzw. bei Betreuungsnotwendigkeit von Angehörigen soll es einen erhöhten Bürgergeld-Anspruch geben.","504",NA
"Als erster Schritt zum Bürgergeld muss die Arbeitslosenhilfe vollständig mit der Sozialhilfe zu einem System mit einer Leistung, mit klaren Zuständigkeiten, eingleisigen Verfahren und schlankerer Verwaltung zusammengefasst werden.","303",NA
"Bis zur Einführung des Bürgergeldes muss die Sozialhilfe so ausgestaltet werden, dass sie einerseits den tatsächlich Bedürftigen ein Leben in Würde ermöglicht,","504",NA
"andererseits aber zugleich die Selbstständigkeit aller Hilfeempfänger stärkt","505",NA
"und den Leistungsmissbrauch vermeiden hilft.","605",NA
"Dazu gehört auch die Pauschalierung von Leistungen statt der bürokratischen und zu Missbrauch einladenden Erstattung einzelner Aufwendungen.","303",NA
"Dem Gegenleistungsprinzip muss wieder Geltung verschafft werden.","505",NA
"Wenn jemand gesund und arbeitsfähig ist und keine Kinder oder pflegebedürftigen Angehörigen zu versorgen hat, dann ist es ihm zuzumuten, dass er für das, was er erhält, auch eine Gegenleistung erbringt.","505",NA
"Die vorhandenen Sanktionsmechanismen müssen in Zukunft straffer und stärker angewandt werden.","303",NA
"Bisher muss das Sozialamt beweisen, dass ein Sozialhilfeempfänger entgegen seiner Behauptung arbeitsfähig ist.","505",NA
